# w mse
3.000000000000000000e+00 1.414418985912487469e-03
5.000000000000000000e+00 5.624411985944966462e-03
9.000000000000000000e+00 2.219927083446819605e-02
1.700000000000000000e+01 8.606717887916573440e-02
3.300000000000000000e+01 3.248776724183363718e-01
6.500000000000000000e+01 1.151319218813346312e+00
1.290000000000000000e+02 3.748180084454270311e+00
2.570000000000000000e+02 1.204422182830415977e+01
5.130000000000000000e+02 3.308757282279933776e+01
1.025000000000000000e+03 5.579880223873839640e+01
2.049000000000000000e+03 6.575116863252323185e+01
