# theta phi
3.919469426326905648e+01 9.678501952566180933e+01
-1.408053057367309577e+02 8.321498047433819067e+01
-2.240923310493204212e+01 9.207496636395885048e+01
-2.240843464784549965e+01 9.207385511994064586e+01
1.575907668950679579e+02 8.792503363604114952e+01
1.575915653521545039e+02 8.792614488005935414e+01
4.471356054089001475e+01 1.301349625959939544e+02
-1.352864394591099710e+02 4.986503740400604556e+01
-5.635630696525988981e+01 9.881531986814043478e+01
-5.637344628996147833e+01 9.882096892457298054e+01
-5.635912596009622177e+01 9.880889396837953598e+01
1.236436930347401244e+02 8.118468013185955101e+01
1.236265537100385217e+02 8.117903107542703367e+01
1.236408740399037924e+02 8.119110603162047823e+01
-1.815400474306076006e+01 9.915070427387765051e+01
1.618459952569392613e+02 8.084929572612236370e+01
-8.232964627728978257e+01 5.744968644689625847e+01
9.767035372271021743e+01 1.225503135531037486e+02
