# w mse
3.000000000000000000e+00 2.653411812001473663e-02
5.000000000000000000e+00 5.696765034524560456e-02
9.000000000000000000e+00 1.302000873929292368e-01
1.700000000000000000e+01 2.852750816042715076e-01
3.300000000000000000e+01 5.926073324234949480e-01
6.500000000000000000e+01 1.192390589276683954e+00
1.290000000000000000e+02 2.333698172819109740e+00
2.570000000000000000e+02 4.255920327330434461e+00
5.130000000000000000e+02 7.553492901288940686e+00
1.025000000000000000e+03 1.587300001692473828e+01
2.049000000000000000e+03 2.374864976683298678e+01
4.097000000000000000e+03 2.348102725157817972e+01
8.193000000000000000e+03 2.945648529580419606e+01
