# theta phi size
3.363821462056602485e+01 1.674623944804108078e+02 2.000000000000000000e+00
1.484175671996569292e+02 1.351015449760317892e+02 2.000000000000000000e+00
-5.132444574383334412e+01 1.734056861804333138e+01 2.300000000000000000e+01
7.802506558315886309e+01 2.902102881765283726e+01 6.000000000000000000e+00
1.134910636672115203e+02 8.711869036818720247e+01 2.200000000000000000e+01
1.504839657461992886e+02 9.402509680458308594e+01 2.000000000000000000e+00
-1.463617853794339965e+02 1.253760551958918157e+01 1.110000000000000000e+02
-3.158243280034308142e+01 4.489845502396821075e+01 3.300000000000000000e+01
1.286755542561666630e+02 1.626594313819566651e+02 1.110000000000000000e+02
-1.019749344168411511e+02 1.509789711823471521e+02 1.110000000000000000e+02
-6.650893633278849393e+01 9.288130963181278332e+01 3.400000000000000000e+01
-2.951603425380071499e+01 8.597490319541692827e+01 1.110000000000000000e+02
-9.272957439250527045e+01 5.390936234811461958e+01 1.200000000000000000e+01
-6.250709566079050461e+01 6.344035241945887549e+01 5.400000000000000000e+01
-9.272987760860972628e+01 5.390564170064837413e+01 4.500000000000000000e+01
-9.273729879398388221e+01 5.390750409771820273e+01 3.400000000000000000e+01
-6.048889649595255236e+01 6.232546680007339290e+01 1.300000000000000000e+01
-9.272492610574040839e+01 5.390839117240737011e+01 3.100000000000000000e+01
2.598301140469307313e+01 9.637974049889989203e+01 4.100000000000000000e+01
-3.611979880945008148e+01 6.208453393777505624e+01 2.300000000000000000e+01
-2.846861996898290670e+01 6.149834843179444022e+01 2.300000000000000000e+01
-6.224602007783519042e+01 6.350320391954016941e+01 1.300000000000000000e+01
-2.762039384750602977e+01 1.171915892725366888e+02 2.600000000000000000e+01
8.755482232125325837e+00 9.213093332976272620e+01 1.110000000000000000e+02
1.511199882503513550e+02 6.409770862171028227e+01 2.000000000000000000e+01
1.087485540085338300e+02 1.254793868107713735e+02 3.900000000000000000e+01
-6.135148745624001521e+01 5.738057937680738263e+01 2.000000000000000000e+00
1.262685596092187410e+02 5.529335113088717435e+01 1.200000000000000000e+01
1.191906359977898120e+02 5.686010292709548963e+01 8.000000000000000000e+00
-9.272522240394445703e+01 5.390466907049967915e+01 1.300000000000000000e+01
