# theta phi size
1.354292126183641471e+02 8.110026293126111341e+01 6.100000000000000000e+02
1.353620983869118390e+02 8.217197979559777821e+01 5.490000000000000000e+02
-1.518075787636479674e+02 5.659301064981884366e+01 1.400000000000000000e+01
6.851566395133208687e+01 5.905210107456306901e+01 2.500000000000000000e+01
1.324627525858668378e+02 1.164480256686327522e+02 6.000000000000000000e+00
2.480753997547444101e+01 1.142258942692184434e+02 5.000000000000000000e+00
-1.420590310905432432e+02 5.779684636250307506e+01 1.500000000000000000e+01
4.501940653298255768e+01 1.223435850622157375e+02 3.600000000000000000e+01
2.151418953792821398e+01 6.220908856136389886e+01 3.000000000000000000e+00
8.525709152258770018e+01 6.755901530974760760e+01 3.000000000000000000e+01
4.430115251983637137e+01 1.219790875483447508e+02 3.500000000000000000e+01
4.502582729235215453e+01 1.223473519555694509e+02 3.600000000000000000e+01
4.808191086447199325e+01 1.214516344202102829e+02 3.800000000000000000e+01
1.289621843904105845e+02 1.240656413623142100e+02 3.000000000000000000e+00
1.126703161990321291e+02 1.121278850771528113e+02 3.000000000000000000e+00
1.517836443296689026e+02 8.870777112017164256e+01 2.000000000000000000e+00
6.849716281995461031e+01 5.905316038288686542e+01 2.500000000000000000e+01
-2.998899905081215422e+01 7.504260098512683896e+01 5.000000000000000000e+00
-1.236980826368442052e+02 4.874842028393884164e+01 3.000000000000000000e+00
1.421077593308244502e+02 1.228359228440551334e+02 3.000000000000000000e+00
-1.334242301158898556e+02 1.757169474857622049e+02 2.000000000000000000e+00
1.408297758994909543e+02 5.992378051079226964e+01 5.000000000000000000e+00
2.153205049715544916e+01 6.221424592688357080e+01 3.000000000000000000e+00
1.394894421803047635e+02 6.618503554629347718e+01 3.000000000000000000e+00
-8.349780327908312927e+01 8.360235656370409885e+00 3.000000000000000000e+00
1.324745337420662850e+02 1.164133686616035419e+02 6.000000000000000000e+00
-9.649972687066522781e+01 1.091935738067007122e+02 3.200000000000000000e+01
4.430737561275132208e+01 1.219825652841657586e+02 3.500000000000000000e+01
2.477049824553614243e+01 1.142024953679699877e+02 5.000000000000000000e+00
1.363781734796253602e+02 8.447006912127091027e+01 2.000000000000000000e+00
4.191688015907538301e+01 1.795262205754836486e+02 2.000000000000000000e+00
4.807634927453900531e+01 1.214540294127060918e+02 3.800000000000000000e+01
-1.519133174145977705e+02 5.658002409607369287e+01 1.400000000000000000e+01
-1.466162586842705480e+02 1.253121987697331008e+02 3.600000000000000000e+01
