# theta phi
-1.213961597360290767e+02 5.761213470196999253e+01
-1.198987860762826898e+02 5.946156627309894560e+01
3.512850257810875831e+01 5.755391923736599580e+01
5.860384026397095170e+01 1.223878652980300075e+02
6.010121392371731730e+01 1.205384337269010615e+02
-1.448714974218912630e+02 1.224460807626339971e+02
4.056751298846824483e+01 5.748718815010307281e+01
5.997948700942337297e+01 5.797946044473918192e+01
-1.189737395793121664e+02 5.580278525600301975e+01
-1.420446262437873202e+02 1.214475342017417177e+02
5.143413116168706978e+01 1.185152444974893768e+02
-1.446153709880738916e+02 1.215495077522565026e+02
3.116371315259017294e+01 1.223821174273885077e+02
1.218258345948898551e+02 1.247985813684525169e+02
1.232136146684751310e+02 1.211485187582176621e+02
5.700347978411970473e+01 5.533048420030686998e+01
1.469264053160602259e+02 5.484617954293545949e+01
-1.244944587504745783e+02 1.237267471339826699e+02
-1.394324870115317765e+02 1.225128118498969485e+02
-1.200205129905766341e+02 1.220205395552608252e+02
6.102626042068783363e+01 1.241972147439969945e+02
3.795537375621267984e+01 5.855246579825828945e+01
-1.285658688383129231e+02 6.148475550251065158e+01
3.538462901192612975e+01 5.845049224774350449e+01
-1.488362868474098377e+02 5.761788257261149226e+01
-5.817416540511015910e+01 5.520141863154748307e+01
-5.678638533152486900e+01 5.885148124178235207e+01
-1.229965202158803095e+02 1.246695157996931442e+02
-3.307359468393978830e+01 1.251538204570645405e+02
5.550554124952542168e+01 5.627325286601733723e+01
-1.411614455326304665e+02 1.239992397904105133e+02
1.396608996123214865e+02 5.719699235896776912e+01
1.190840443037924672e+02 5.525564271412434891e+01
1.250291018863044314e+02 6.081772219287129388e+01
-2.168109154455369847e+01 1.229493332158058649e+02
-1.151273902462201875e+02 5.592507142626622141e+01
3.600504559254428472e+01 1.239546336821544941e+02
-1.221781456255799014e+02 1.235618055365638952e+02
1.472774846174795300e+02 1.206665723822797247e+02
5.660841975423972627e+01 5.720729863882143462e+01
-1.446560901515406954e+02 5.733563408263709249e+01
-1.447124513797164980e+02 1.217359416709030313e+02
1.487871785127484543e+02 1.223044652763540228e+02
-1.289758944939079299e+02 6.014313430686522111e+01
-1.286953325745018901e+02 5.521448907946884077e+01
3.017071099959105140e+01 5.628869890254258479e+01
1.224736438223747541e+02 1.209499587644283594e+02
1.501344040725583113e+02 6.202964815524013886e+01
-3.160395956723812105e+01 1.208266759211925603e+02
-1.378719671289628366e+02 1.241578569006738633e+02
-3.412190509518890735e+01 5.728052376185703309e+01
5.406608468722451022e+01 1.265804268425148962e+02
5.869410743057442659e+01 5.911327150225223903e+01
1.226770456892427603e+02 1.228559964672160163e+02
1.229753961479889739e+02 1.241162985551989379e+02
3.420610772072481609e+01 5.897506615769948013e+01
3.600314832069098969e+01 5.530964120946752161e+01
-1.273303112359039773e+02 1.218551339368431741e+02
5.063802231601344062e+01 5.827124292080906542e+01
3.883855446736951933e+01 5.600076020958951517e+01
-4.033910038767852058e+01 1.228030076410322380e+02
-6.091595569620753281e+01 1.247443572858756653e+02
-5.497089811369556855e+01 1.191822778071287132e+02
1.583189084554462909e+02 5.705066678419413506e+01
6.487260975377981254e+01 1.240749285737337857e+02
-1.439949544074557082e+02 5.604536631784551304e+01
5.782185437442011988e+01 5.643819446343611190e+01
-3.272251538252048420e+01 5.933342761772026819e+01
-1.233915802457602950e+02 1.227927013611785725e+02
3.534390984845929751e+01 1.226643659173629146e+02
3.528754862028350203e+01 5.826405832909696869e+01
-3.121282148725153149e+01 5.769553472364598434e+01
5.102410550609207007e+01 1.198568656931347931e+02
5.130466742549813119e+01 1.247855109205311805e+02
-1.498292890004089486e+02 1.237113010974574081e+02
-5.752635617762525300e+01 5.905004123557167617e+01
-2.986559592744169223e+01 1.179703518447598611e+02
1.483960404327618789e+02 5.917332407880746814e+01
4.212803287103718475e+01 5.584214309932616516e+01
1.458780949048110926e+02 1.227194762381429740e+02
-1.259339153127755111e+02 5.341957315748511803e+01
-1.213058925694255663e+02 1.208867284977477681e+02
-5.732295431075724679e+01 5.714400353278399081e+01
-5.702460385201104742e+01 5.588370144480107626e+01
-1.457938922792751839e+02 1.210249338423005412e+02
-1.439968516793090316e+02 1.246903587905324713e+02
5.266968876409602984e+01 5.814486606315684725e+01
-1.293619776839865381e+02 1.217287570791909275e+02
-1.353963623099930658e+02 1.237802042161795697e+02
1.218404815673959405e+02 5.402504725829145116e+01
-3.208602594429876831e+00 8.653179838542703806e+01
-1.223505054498550351e+02 1.224535907032261974e+02
-4.074400693668135176e+01 1.249693350907683396e+02
4.626516925800078894e+01 5.658281722222319843e+01
1.378699314844290313e+02 1.220496551387430628e+02
6.316276120431008678e+01 1.229995744374160438e+02
3.824280384339071048e+01 1.218158189494906054e+02
1.434638159270261895e+02 1.247407591275544974e+02
-3.624667273514375410e+01 5.854522996536775992e+01
-2.994526385408797964e+01 1.220429336447042914e+02
-3.728493791786198130e+01 5.947897603193608518e+01
1.497781544537984075e+02 1.217547345935359289e+02
1.417774766184420230e+02 1.211691617512417452e+02
-1.409064285263359864e+02 1.269967050521164822e+02
-5.424374297205349649e+01 1.248596280832646812e+02
5.586431084036264139e+01 1.229012503508693896e+02
1.468151262547190754e+02 1.247325923082271686e+02
-1.267602556034272965e+02 1.243583082177444794e+02
-1.437115862101137793e+02 1.215137083246676752e+02
4.215578564018630914e+01 1.194659531654566393e+02
-3.718175411970366895e+01 1.220050171698177905e+02
1.514778891496588642e+02 6.183273388351462074e+01
-1.426871864009640660e+02 1.214094728983884437e+02
5.363381885688092154e+01 1.247572186522485254e+02
-3.791028248591487682e+01 6.031189990522020139e+01
-5.536420890783306703e+01 5.848718157715642718e+01
-1.328181788291043119e+02 1.265168179091884753e+02
6.457117231249011979e+01 1.246372227452527568e+02
-1.295885353367113453e+02 1.249274057713449366e+02
6.255877902045533290e+01 6.181014882454885395e+01
-1.225691899179052342e+02 5.522264751071983113e+01
-5.496829113590109728e+01 6.166210249109533237e+01
