# w mse
3.000000000000000000e+00 5.576372969179544357e-03
5.000000000000000000e+00 1.330462039127541796e-02
9.000000000000000000e+00 3.848806815670408055e-02
1.700000000000000000e+01 1.130166100237310345e-01
3.300000000000000000e+01 3.210261750211059750e-01
6.500000000000000000e+01 8.591858502020169874e-01
1.290000000000000000e+02 2.214396737053978104e+00
2.570000000000000000e+02 5.054396077865213499e+00
5.130000000000000000e+02 9.235008248765122829e+00
1.025000000000000000e+03 1.413632942485646637e+01
2.049000000000000000e+03 1.643052536033812316e+01
4.097000000000000000e+03 2.059950727609440335e+01
8.193000000000000000e+03 2.983220921840170803e+01
