# hist edge_left edge_right err
0.000000000000000000e+00 1.000000000000000048e-04 1.483981788967564559e-04 0.000000000000000000e+00
0.000000000000000000e+00 1.483981788967564559e-04 2.202201949987375913e-04 0.000000000000000000e+00
0.000000000000000000e+00 2.202201949987375913e-04 3.268027589410125262e-04 0.000000000000000000e+00
0.000000000000000000e+00 3.268027589410125262e-04 4.849693428528200527e-04 0.000000000000000000e+00
0.000000000000000000e+00 4.849693428528200527e-04 7.196856730011521675e-04 0.000000000000000000e+00
0.000000000000000000e+00 7.196856730011521675e-04 1.068000432514575526e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.068000432514575526e-03 1.584893192461114082e-03 0.000000000000000000e+00
0.000000000000000000e+00 1.584893192461114082e-03 2.351952635070958964e-03 0.000000000000000000e+00
0.000000000000000000e+00 2.351952635070958964e-03 3.490254878959579525e-03 0.000000000000000000e+00
0.000000000000000000e+00 3.490254878959579525e-03 5.179474679231212825e-03 0.000000000000000000e+00
0.000000000000000000e+00 5.179474679231212825e-03 7.686246100397737743e-03 0.000000000000000000e+00
0.000000000000000000e+00 7.686246100397737743e-03 1.140624923851320249e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.140624923851320249e-02 1.692666615037876146e-02 0.000000000000000000e+00
0.000000000000000000e+00 1.692666615037876146e-02 2.511886431509579437e-02 0.000000000000000000e+00
0.000000000000000000e+00 2.511886431509579437e-02 3.727593720314941600e-02 0.000000000000000000e+00
0.000000000000000000e+00 3.727593720314941600e-02 5.531681197617226847e-02 0.000000000000000000e+00
0.000000000000000000e+00 5.531681197617226847e-02 8.208914159638253105e-02 0.000000000000000000e+00
1.000000000000000000e+00 8.208914159638253105e-02 1.218187912010116059e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.218187912010116059e-01 1.807768676963434074e-01 0.000000000000000000e+00
0.000000000000000000e+00 1.807768676963434074e-01 2.682695795279727569e-01 0.000000000000000000e+00
2.000000000000000000e+00 2.682695795279727569e-01 3.981071705534973137e-01 2.000000000000000000e+00
4.000000000000000000e+00 3.981071705534973137e-01 5.907837911587943136e-01 4.000000000000000000e+00
1.000000000000000000e+00 5.907837911587943136e-01 8.767123872968686227e-01 1.000000000000000000e+00
4.000000000000000000e+00 8.767123872968686227e-01 1.301025216910830284e+00 4.000000000000000000e+00
3.000000000000000000e+00 1.301025216910830284e+00 1.930697728883249642e+00 3.000000000000000000e+00
6.000000000000000000e+00 1.930697728883249642e+00 2.865120269663781638e+00 6.000000000000000000e+00
5.000000000000000000e+00 2.865120269663781638e+00 4.251786303382894872e+00 5.000000000000000000e+00
0.000000000000000000e+00 4.251786303382894872e+00 6.309573444801929831e+00 0.000000000000000000e+00
1.000000000000000000e+00 6.309573444801929831e+00 9.363292088239417055e+00 1.000000000000000000e+00
0.000000000000000000e+00 9.363292088239417055e+00 1.389495494373138840e+01 0.000000000000000000e+00
1.000000000000000000e+00 1.389495494373138840e+01 2.061986009502219019e+01 1.000000000000000000e+00
0.000000000000000000e+00 2.061986009502219019e+01 3.059949687207195979e+01 0.000000000000000000e+00
0.000000000000000000e+00 3.059949687207195979e+01 4.540909610972479271e+01 0.000000000000000000e+00
0.000000000000000000e+00 4.540909610972479271e+01 6.738627168030940595e+01 0.000000000000000000e+00
0.000000000000000000e+00 6.738627168030940595e+01 1.000000000000000000e+02 0.000000000000000000e+00
