# w mse
3.000000000000000000e+00 2.694633951645787270e-02
5.000000000000000000e+00 6.555309765179642700e-02
9.000000000000000000e+00 1.559430459573573069e-01
1.700000000000000000e+01 3.447434561772170780e-01
3.300000000000000000e+01 7.341253228659078145e-01
6.500000000000000000e+01 1.506083784028506178e+00
1.290000000000000000e+02 2.980903735286781764e+00
2.570000000000000000e+02 5.899285004293013834e+00
5.130000000000000000e+02 1.036965556877959571e+01
1.025000000000000000e+03 1.411969054827787851e+01
2.049000000000000000e+03 2.099168766628757155e+01
4.097000000000000000e+03 2.691965869961549629e+01
8.193000000000000000e+03 2.907440061841081658e+01
