# drho_hcp drho_bcc ei ef ti tf avalancheSize
-8.734912805266337177e-04 9.915503445672921301e-05 2.147000000000000020e-01 2.152999999999999914e-01 2.147000000000000000e+03 2.153000000000000000e+03 1.890645386893770041e-01
-1.506112581302287978e-03 -2.441635366788558886e-03 2.379999999999999893e-01 2.398000000000000131e-01 2.380000000000000000e+03 2.398000000000000000e+03 1.959410593555569680e+00
-1.187669363979079740e-02 4.674683227292664514e-04 2.540999999999999925e-01 2.559000000000000163e-01 2.541000000000000000e+03 2.559000000000000000e+03 1.108433969143903575e+00
9.096625306060646121e-03 6.824441980989785599e-04 2.575999999999999956e-01 2.600999999999999979e-01 2.576000000000000000e+03 2.601000000000000000e+03 1.413668592314789141e+00
-1.036137640434420248e-04 -8.293576046012555297e-04 2.666000000000000036e-01 2.676999999999999935e-01 2.666000000000000000e+03 2.677000000000000000e+03 7.339459294535738421e-01
-2.882625321776549621e-03 -2.343611048394942352e-03 2.695000000000000173e-01 2.708999999999999742e-01 2.695000000000000000e+03 2.709000000000000000e+03 2.028985753040192908e+00
4.645368914649089520e-03 -6.367704619642876145e-04 2.960999999999999743e-01 2.967000000000000193e-01 2.961000000000000000e+03 2.967000000000000000e+03 1.818350759497393554e-01
-7.810069912909750611e-03 -2.370918661494404896e-03 2.978000000000000091e-01 2.993000000000000105e-01 2.978000000000000000e+03 2.993000000000000000e+03 1.325092453154834038e+00
-5.862566235487309818e-03 3.222889871087097468e-03 3.607000000000000206e-01 3.622000000000000219e-01 3.607000000000000000e+03 3.622000000000000000e+03 1.573190619387201172e+00
2.163470033745423793e-02 2.916006012329745364e-03 3.630999999999999783e-01 3.645999999999999797e-01 3.631000000000000000e+03 3.646000000000000000e+03 2.560211577953335205e+00
-1.253150201322938972e-03 -2.494815835533561663e-03 3.759000000000000119e-01 3.774000000000000132e-01 3.759000000000000000e+03 3.774000000000000000e+03 2.372584720530989788e+00
-4.075285037023590462e-03 -5.483363871189822318e-04 3.788000000000000256e-01 3.804000000000000159e-01 3.788000000000000000e+03 3.804000000000000000e+03 3.247329373710327260e+00
-1.359368981058289849e-03 -7.653972777062886465e-04 3.891000000000000014e-01 3.901999999999999913e-01 3.891000000000000000e+03 3.902000000000000000e+03 5.515310847996108823e-01
5.420503295293643831e-03 -2.533501061000153348e-04 4.010000000000000231e-01 4.018999999999999795e-01 4.010000000000000000e+03 4.019000000000000000e+03 3.700620413996186242e-01
2.804527853680396920e-02 -1.940263227510896638e-04 4.318000000000000171e-01 4.334000000000000075e-01 4.318000000000000000e+03 4.334000000000000000e+03 2.391832827749289514e+00
9.218193048264322620e-03 -1.016485933205497384e-03 4.405999999999999917e-01 4.415999999999999925e-01 4.406000000000000000e+03 4.416000000000000000e+03 4.509970293960028909e-01
1.508443323160690852e-03 -1.408423831930219819e-04 4.441999999999999837e-01 4.450999999999999956e-01 4.442000000000000000e+03 4.451000000000000000e+03 3.571671053170138999e-01
