# hist edge err
1.187920050549448206e+03 7.705351461530556828e-06 6.858459609604777825e+02
5.356543460313322385e+02 1.139209960739268247e-05 3.787648204508004142e+02
4.901082206645803012e+02 2.490155197497900683e-05 2.450541103322901506e+02
1.657489060205935800e+02 3.681609617600462763e-05 1.172021754214134859e+02
2.802717715055977123e+02 5.443134383763516352e-05 1.253413466521610076e+02
2.274831764422059734e+02 8.047488733750887897e-05 9.286961789181991378e+01
1.795083903957680604e+02 1.189793790743585734e-04 6.784779417667110124e+01
1.040702606664697498e+02 1.759069582234984116e-04 4.248650600521488485e+01
1.290496278181905438e+02 2.600724444200111268e-04 3.890992680072260157e+01
6.348085061102507609e+01 3.845082481652768334e-04 2.244386997127300987e+01
6.977257995232484689e+01 5.684823443592555573e-04 1.935143189534754171e+01
5.808314068532482111e+01 8.404817774137396304e-04 1.452078517133120528e+01
5.892913006302020307e+01 1.242623671911502990e-03 1.202885830337531736e+01
4.816210557128677294e+01 1.837176761578635485e-03 8.943478481378971168e+00
4.605534112443461225e+01 2.716203247675567055e-03 7.192635878465978294e+00
3.950828423520769661e+01 4.015813958121150148e-03 5.478813254447959302e+00
2.569469752029298348e+01 5.937244114571096909e-03 3.633778971427267024e+00
1.876964005477460873e+01 8.778013135972470571e-03 2.554224488327927478e+00
1.645693310031326106e+01 1.297799334647565042e-02 1.966979726339656898e+00
1.129010267763730191e+01 1.918752099047832393e-02 1.339888677694526020e+00
5.162611678850146824e+00 2.836809604776268159e-02 7.451588106264095401e-01
4.292090919249428538e+00 4.194126347923935599e-02 5.587826426077663333e-01
1.918978847696364953e+00 6.200872907625796376e-02 3.072825400726323930e-01
7.654592858919321285e-01 9.167779324426052201e-02 1.596092944823031268e-01
2.926350159406754248e-01 1.355424937640825334e-01 8.116235038233285404e-02
1.522550191990588164e-01 2.003949589715557367e-01 4.814726458616913618e-02
1.132799328180437576e-01 2.962771191970863804e-01 3.415518485764710427e-02
1.393089351365714088e-02 4.380356262962897818e-01 9.850629271494652783e-03
