# theta phi size
-1.798156595613040736e+02 9.175285916663791852e+01 2.000000000000000000e+00
-9.444381217345990365e+01 1.732447409509330782e+02 2.000000000000000000e+00
1.791011352331059641e+02 1.332677019536867533e+02 2.000000000000000000e+00
-1.758497685396372674e+02 7.815189939216553228e+01 2.000000000000000000e+00
1.363585614641215216e+02 5.670858145712653453e+00 4.000000000000000000e+00
1.176190597626365175e+01 9.348255638494016750e+01 6.000000000000000000e+00
-1.777084803089570642e+02 9.301091171894019283e+01 2.000000000000000000e+00
3.498902885474265645e+01 4.554120324911756512e+01 2.000000000000000000e+00
-1.781764487218152055e+02 1.791870206494846514e+02 2.000000000000000000e+00
8.292699577284105317e+01 6.040458631784937182e+01 2.000000000000000000e+00
-9.089658346193148475e+01 1.256696497974623554e+02 2.000000000000000000e+00
-1.252897626756228959e+02 6.552388157058203433e+01 3.000000000000000000e+00
1.533411409221144517e+01 1.254969250899913931e+02 2.000000000000000000e+00
1.843404386959437702e-01 8.824714083336209569e+01 5.400000000000000000e+01
8.555618782654011056e+01 6.755259049066919985e+00 3.000000000000000000e+00
-8.988647668940497049e-01 4.673229804631325379e+01 3.000000000000000000e+00
4.150231460362759250e+00 1.018481006078344677e+02 2.000000000000000000e+00
-4.364143853587847843e+01 1.743291418542873430e+02 6.000000000000000000e+00
-1.682380940237363802e+02 8.651744361505983250e+01 8.000000000000000000e+00
2.291519691042936735e+00 8.698908828105982138e+01 1.900000000000000000e+01
-1.450109711452573436e+02 1.344587967508824420e+02 4.000000000000000000e+00
1.823551278184826874e+00 8.129793505153566358e-01 2.000000000000000000e+00
-9.707300422715894683e+01 1.195954136821506353e+02 5.400000000000000000e+01
8.910341653806852946e+01 5.433035020253765879e+01 8.000000000000000000e+00
5.471023732437711118e+01 1.144761184294179941e+02 3.000000000000000000e+00
-1.646658859077885779e+02 5.450307491000861404e+01 6.000000000000000000e+00
7.011900118958116046e+00 1.819147103308626612e+01 5.000000000000000000e+00
-5.647745359358458472e+01 1.216719023670258366e+02 2.000000000000000000e+00
