# w mse
3.000000000000000000e+00 1.205764780903207170e-02
5.000000000000000000e+00 1.038365051905638069e-02
9.000000000000000000e+00 1.160021363394050410e-02
1.700000000000000000e+01 1.988682195355166368e-02
3.300000000000000000e+01 4.375091333762257811e-02
6.500000000000000000e+01 1.046538726684585890e-01
1.290000000000000000e+02 2.502459591289640795e-01
2.570000000000000000e+02 5.511346833127637179e-01
5.130000000000000000e+02 1.106097804589170952e+00
1.025000000000000000e+03 2.023182514211533167e+00
2.049000000000000000e+03 2.972894477206755148e+00
4.097000000000000000e+03 3.841031912293866313e+00
8.193000000000000000e+03 4.001656546093872890e+00
1.638500000000000000e+04 5.217965588904103669e+00
