# w mse
3.000000000000000000e+00 5.671195521729227714e-04
5.000000000000000000e+00 1.445344213436741253e-03
9.000000000000000000e+00 2.746851780974519236e-03
1.700000000000000000e+01 4.427170242351548789e-03
3.300000000000000000e+01 9.424772819469823260e-03
6.500000000000000000e+01 2.457246274951061307e-02
1.290000000000000000e+02 7.080194793894657723e-02
2.570000000000000000e+02 2.318139079830001392e-01
5.130000000000000000e+02 7.248047931664185484e-01
1.025000000000000000e+03 1.858829874807854221e+00
2.049000000000000000e+03 3.750144389282485502e+00
4.097000000000000000e+03 6.377134586317135145e+00
8.193000000000000000e+03 9.919185070287836581e+00
