# w mse
3.000000000000000000e+00 4.078770739656141682e-03
5.000000000000000000e+00 1.025248129184799101e-02
9.000000000000000000e+00 3.001981208239690863e-02
1.700000000000000000e+01 8.665331788940644486e-02
3.300000000000000000e+01 2.413838356643034366e-01
6.500000000000000000e+01 6.492924017249759316e-01
1.290000000000000000e+02 1.640544163788524967e+00
2.570000000000000000e+02 3.661322571584806340e+00
5.130000000000000000e+02 7.505023046407317544e+00
1.025000000000000000e+03 1.395207313444715957e+01
2.049000000000000000e+03 1.880868070291624150e+01
4.097000000000000000e+03 2.052946604032819167e+01
8.193000000000000000e+03 2.414178032516650418e+01
