# ezz df
0.000000000000000000e+00 0.000000000000000000e+00
9.999867576790943957e-04 0.000000000000000000e+00
1.999973515358188791e-03 0.000000000000000000e+00
2.999960273037283187e-03 0.000000000000000000e+00
3.999947030716599627e-03 0.000000000000000000e+00
4.999933788395694023e-03 0.000000000000000000e+00
5.999920546074788419e-03 0.000000000000000000e+00
6.999907303753882815e-03 0.000000000000000000e+00
7.999894061432977210e-03 0.000000000000000000e+00
8.999880819112071606e-03 0.000000000000000000e+00
9.999867576791166002e-03 0.000000000000000000e+00
1.099985433447048244e-02 0.000000000000000000e+00
1.199984109214957684e-02 0.000000000000000000e+00
1.299982784982867123e-02 0.000000000000000000e+00
1.399981460750776563e-02 0.000000000000000000e+00
1.499980136518686002e-02 0.000000000000000000e+00
1.599978812286595442e-02 0.000000000000000000e+00
1.699977488054504882e-02 0.000000000000000000e+00
1.799976163822414321e-02 0.000000000000000000e+00
1.899974839590345965e-02 0.000000000000000000e+00
1.999973515358255405e-02 0.000000000000000000e+00
2.099972191126164844e-02 0.000000000000000000e+00
2.199970866894074284e-02 0.000000000000000000e+00
2.299969542661983724e-02 0.000000000000000000e+00
2.399968218429893163e-02 0.000000000000000000e+00
2.499966894197802603e-02 0.000000000000000000e+00
2.599965569965734247e-02 0.000000000000000000e+00
2.699964245733643686e-02 -3.764028540094176378e+01
2.799962921501553126e-02 0.000000000000000000e+00
2.899961597269462565e-02 0.000000000000000000e+00
2.999960273037372005e-02 0.000000000000000000e+00
3.099958948805281445e-02 0.000000000000000000e+00
3.199957624573190884e-02 0.000000000000000000e+00
3.299956300341122528e-02 0.000000000000000000e+00
3.399954976109031968e-02 0.000000000000000000e+00
3.499953651876941407e-02 0.000000000000000000e+00
3.599952327644850847e-02 0.000000000000000000e+00
3.699951003412760286e-02 0.000000000000000000e+00
3.799949679180669726e-02 0.000000000000000000e+00
3.899948354948579166e-02 0.000000000000000000e+00
3.999947030716510810e-02 0.000000000000000000e+00
4.099945706484420249e-02 0.000000000000000000e+00
4.199944382252329689e-02 1.223978058833773908e+01
4.299943058020239128e-02 0.000000000000000000e+00
4.399941733788148568e-02 0.000000000000000000e+00
4.499940409556058007e-02 1.602417878156644093e+01
4.599939085323967447e-02 1.770379100597591204e+01
4.699937761091876887e-02 5.510322311986008117e+02
4.799936436859808531e-02 0.000000000000000000e+00
4.899935112627717970e-02 1.116736965224841960e+01
4.999933788395627410e-02 0.000000000000000000e+00
5.099932464163536849e-02 0.000000000000000000e+00
5.199931139931446289e-02 0.000000000000000000e+00
5.299929815699355728e-02 0.000000000000000000e+00
5.399928491467265168e-02 0.000000000000000000e+00
5.499927167235196812e-02 0.000000000000000000e+00
5.599925843003106252e-02 0.000000000000000000e+00
5.699924518771015691e-02 0.000000000000000000e+00
5.799923194538925131e-02 0.000000000000000000e+00
5.899921870306834570e-02 0.000000000000000000e+00
5.999920546074744010e-02 0.000000000000000000e+00
6.099919221842653450e-02 0.000000000000000000e+00
6.199917897610585094e-02 0.000000000000000000e+00
6.299916573378494533e-02 0.000000000000000000e+00
6.399915249146403973e-02 0.000000000000000000e+00
6.499913924914313412e-02 0.000000000000000000e+00
6.599912600682222852e-02 0.000000000000000000e+00
6.699911276450132291e-02 0.000000000000000000e+00
6.799909952218041731e-02 3.308717288735095394e+02
6.899908627985973375e-02 0.000000000000000000e+00
6.999907303753882815e-02 1.803482525644579226e+00
7.099905979521792254e-02 0.000000000000000000e+00
7.199904655289701694e-02 0.000000000000000000e+00
7.299903331057611133e-02 9.532211242218920688e+01
7.399902006825520573e-02 0.000000000000000000e+00
7.499900682593430012e-02 2.080292732190100580e+00
7.599899358361339452e-02 2.070384737575666101e+00
7.699898034129271096e-02 2.337524458990268617e+00
7.799896709897180536e-02 2.243355897040043345e+00
7.899895385665089975e-02 2.207534420354479998e+00
7.999894061432999415e-02 2.218553957942376087e+00
8.099892737200908854e-02 2.213414048459928285e+00
8.199891412968818294e-02 2.166953353636383639e+00
8.299890088736727733e-02 2.194565323728216999e+00
8.399888764504659378e-02 2.200466045767743850e+00
8.499887440272568817e-02 2.226672066143859929e+00
8.599886116040478257e-02 2.220598770726636140e+00
8.699884791808387696e-02 2.219785608981308833e+00
8.799883467576297136e-02 2.167768559007769991e+00
8.899882143344206575e-02 2.188394926558505205e+00
8.999880819112116015e-02 2.155547408853456748e+00
9.099879494880047659e-02 2.254097307868216049e+00
9.199878170647957099e-02 2.175397246692611475e+00
9.299876846415866538e-02 2.169801471613186372e+00
9.399875522183775978e-02 2.124990929179607857e+00
9.499874197951685417e-02 2.156120141060841267e+00
9.599872873719594857e-02 2.230055496831951256e+00
9.699871549487504296e-02 2.163828701422354506e+00
9.799870225255435940e-02 2.161138499794166279e+00
9.899868901023345380e-02 2.152267432504043843e+00
9.999867576791254820e-02 2.269527723697529531e+00
1.009986625255916426e-01 2.188225808822950036e+00
1.019986492832707370e-01 2.100232611337137900e+00
1.029986360409498314e-01 2.117354258306883175e+00
1.039986227986289258e-01 2.137458830765064377e+00
1.049986095563080202e-01 2.150031558766468454e+00
1.059985963139873366e-01 2.141014001527903332e+00
1.069985830716664310e-01 2.245229650614023242e+00
1.079985698293455254e-01 2.123373417973648536e+00
1.089985565870246198e-01 2.087407092842891387e+00
1.099985433447037142e-01 2.047750543426279268e+00
1.109985301023828086e-01 2.139977791759396730e+00
1.119985168600619030e-01 2.079893975088799696e+00
1.129985036177412194e-01 2.149541943518798792e+00
1.139984903754203138e-01 2.101986789993339766e+00
1.149984771330994082e-01 2.108501380891138588e+00
1.159984638907785026e-01 2.096023967355493234e+00
1.169984506484575970e-01 2.133333400932084345e+00
1.179984374061366914e-01 2.076529820104338953e+00
1.189984241638157858e-01 2.073391068562517869e+00
1.199984109214951022e-01 2.069901123373839802e+00
1.209983976791741966e-01 2.039369510047020828e+00
1.219983844368532910e-01 1.980175078018499013e+00
1.229983711945323854e-01 1.959378046018837694e+00
1.239983579522114798e-01 1.916434042011464944e+00
1.249983447098905742e-01 1.962746293492805050e+00
1.259983314675696686e-01 1.867347182405288519e+00
1.269983182252489851e-01 1.943918438258995351e+00
1.279983049829280795e-01 1.977757034716145501e+00
1.289982917406071738e-01 1.978298948196987483e+00
1.299982784982862682e-01 1.917580294535363716e+00
1.309982652559653626e-01 1.947894396038150511e+00
1.319982520136444570e-01 1.960114013417434187e+00
1.329982387713235514e-01 1.980237752924355776e+00
1.339982255290026458e-01 1.952936252155915264e+00
1.349982122866819623e-01 1.975270932275966285e+00
1.359981990443610567e-01 1.944970374818426384e+00
1.369981858020401511e-01 1.898882053128177816e+00
1.379981725597192455e-01 1.877222838410545158e+00
1.389981593173983399e-01 1.964406765395622090e+00
1.399981460750774342e-01 1.900132719555181593e+00
1.409981328327565286e-01 1.925555040175831234e+00
1.419981195904358451e-01 1.948607109202415533e+00
1.429981063481149395e-01 1.946326132320161717e+00
1.439980931057940339e-01 1.920497080592610040e+00
1.449980798634731283e-01 2.039737876334238198e+00
1.459980666211522227e-01 2.008613092464087924e+00
1.469980533788313171e-01 1.976931593709714718e+00
1.479980401365104115e-01 2.003654850077585259e+00
1.489980268941897279e-01 2.016067225657360851e+00
1.499980136518688223e-01 1.970658459469429857e+00
1.509980004095479167e-01 1.923468732597944042e+00
1.519979871672270111e-01 1.969841520106268451e+00
1.529979739249061055e-01 1.952602023214005555e+00
1.539979606825851999e-01 1.969316848491686756e+00
1.549979474402642943e-01 1.983859311705856499e+00
1.559979341979436107e-01 1.961049596040368659e+00
1.569979209556227051e-01 1.966910136155614053e+00
1.579979077133017995e-01 1.977732119975302405e+00
1.589978944709808939e-01 1.965460773154482199e+00
1.599978812286599883e-01 1.900916298335789900e+00
1.609978679863390827e-01 1.963744417148121757e+00
1.619978547440181771e-01 0.000000000000000000e+00
1.629978415016972715e-01 2.031007853539581021e+00
1.639978282593765879e-01 2.001658079113826094e+00
1.649978150170556823e-01 2.043707547880478259e+00
1.659978017747347767e-01 1.999602277270722706e+00
1.669977885324138711e-01 2.032237355742508633e+00
1.679977752900929655e-01 2.038587400019430618e+00
1.689977620477720599e-01 2.042152079019736721e+00
1.699977488054511543e-01 2.015584792232983258e+00
1.709977355631304707e-01 2.001063750573434330e+00
1.719977223208095651e-01 2.010658263168870086e+00
1.729977090784886595e-01 2.002863674761055979e+00
1.739976958361677539e-01 2.024498839427032237e+00
1.749976825938468483e-01 1.985806821543698364e+00
1.759976693515259427e-01 2.062674588421223199e+00
1.769976561092050371e-01 2.013057788549248883e+00
1.779976428668843536e-01 2.016044999144821936e+00
1.789976296245634479e-01 2.052440443676239568e+00
