# w mse
3.000000000000000000e+00 7.079033869526370377e-03
5.000000000000000000e+00 3.722539111459701681e-03
9.000000000000000000e+00 4.075167681987387769e-03
1.700000000000000000e+01 5.859839325034475396e-03
3.300000000000000000e+01 1.131391370293247448e-02
6.500000000000000000e+01 2.725659314998018362e-02
1.290000000000000000e+02 6.845019925226375479e-02
2.570000000000000000e+02 1.660642388912492717e-01
5.130000000000000000e+02 3.910664663349061043e-01
1.025000000000000000e+03 9.165353279231399641e-01
2.049000000000000000e+03 1.838165181848218310e+00
4.097000000000000000e+03 2.406534683416503562e+00
8.193000000000000000e+03 3.489762775441699549e+00
1.638500000000000000e+04 4.419492448319523703e+00
3.276900000000000000e+04 6.288655968844770960e+00
