# w mse
3.000000000000000000e+00 9.297134961559745323e-03
5.000000000000000000e+00 2.159709201567788783e-02
9.000000000000000000e+00 5.804857000527281763e-02
1.700000000000000000e+01 1.427539977041825114e-01
3.300000000000000000e+01 3.425179961168958176e-01
6.500000000000000000e+01 8.143970381225370536e-01
1.290000000000000000e+02 1.789698788918835826e+00
2.570000000000000000e+02 3.694126273965806284e+00
5.130000000000000000e+02 7.170721249959195909e+00
1.025000000000000000e+03 1.274246001501512993e+01
2.049000000000000000e+03 2.249114791914048084e+01
4.097000000000000000e+03 2.678859377796972652e+01
8.193000000000000000e+03 3.176315808099898064e+01
