# itime ezz other fcc hcp bcc ico
0.000000000000000000e+00 0.000000000000000000e+00 3.413746017296313199e-04 9.996586253982703285e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+02 9.999961947550817243e-03 6.827492034592626399e-04 9.993172507965407680e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+02 1.999992389510163449e-02 2.958579881656804664e-03 9.970414201183431802e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e+02 2.999988584265245173e-02 5.006827492034592909e-03 9.947655894401457033e-01 0.000000000000000000e+00 2.275830678197542133e-04 0.000000000000000000e+00
1.000000000000000000e+03 3.999984779020326897e-02 5.689576695493855224e-03 9.939690487027764698e-01 0.000000000000000000e+00 3.413746017296313199e-04 0.000000000000000000e+00
1.250000000000000000e+03 4.999980973775408621e-02 1.228948566226672687e-02 9.873691397360035982e-01 0.000000000000000000e+00 3.413746017296313199e-04 0.000000000000000000e+00
1.500000000000000000e+03 5.999977168530490346e-02 2.139280837505689453e-02 9.773554847519344557e-01 0.000000000000000000e+00 1.251706873008648227e-03 0.000000000000000000e+00
1.750000000000000000e+03 6.999973363285572070e-02 4.528903049613108855e-02 9.528903049613108855e-01 0.000000000000000000e+00 1.820664542558033706e-03 0.000000000000000000e+00
2.000000000000000000e+03 7.999969558040653794e-02 8.739189804278561791e-02 9.047564861174328676e-01 0.000000000000000000e+00 7.851615839781519654e-03 0.000000000000000000e+00
2.250000000000000000e+03 8.999965752795735519e-02 1.656804733727810786e-01 8.165680473372780579e-01 0.000000000000000000e+00 1.775147928994082885e-02 0.000000000000000000e+00
2.500000000000000000e+03 9.999961947550817243e-02 3.195266272189349332e-01 5.636094674556213491e-01 4.551661356395084266e-04 1.164087391898042806e-01 0.000000000000000000e+00
2.750000000000000000e+03 1.099995814230589897e-01 4.396904870277651423e-01 2.635411925352753593e-01 2.674101046882111990e-02 2.700273099681383959e-01 0.000000000000000000e+00
3.000000000000000000e+03 1.199995433706098069e-01 4.548247610377788019e-01 1.954938552571688637e-01 6.463359126081019701e-02 2.850477924442421651e-01 0.000000000000000000e+00
3.250000000000000000e+03 1.299995053181606242e-01 4.743969048702776359e-01 1.370050068274920319e-01 7.658170232134729749e-02 3.120163859808830487e-01 0.000000000000000000e+00
3.500000000000000000e+03 1.399994672657114414e-01 5.086481565771506785e-01 8.670914883932635819e-02 9.604005461993628257e-02 3.086026399635867223e-01 0.000000000000000000e+00
3.750000000000000000e+03 1.499994292132622586e-01 5.318616294947655643e-01 6.008192990441511144e-02 1.178880291306326766e-01 2.901684114701866268e-01 0.000000000000000000e+00
4.000000000000000000e+03 1.599993911608130759e-01 5.496131087847063723e-01 4.551661356395084179e-02 1.408739189804278646e-01 2.639963586709148657e-01 0.000000000000000000e+00
4.250000000000000000e+03 1.699993531083638931e-01 5.754437869822485174e-01 4.961310878470642088e-02 1.727355484751934567e-01 2.022075557578516258e-01 0.000000000000000000e+00
4.500000000000000000e+03 1.799993150559147104e-01 5.969503868912152678e-01 5.336822940373236318e-02 1.995903504779244497e-01 1.500910332271279124e-01 0.000000000000000000e+00
4.750000000000000000e+03 1.899992770034655276e-01 6.134501593081475024e-01 5.518889394629039602e-02 2.085798816568047442e-01 1.227810650887573990e-01 0.000000000000000000e+00
5.000000000000000000e+03 1.999992389510163449e-01 6.161811561219845412e-01 6.690942193900774326e-02 2.177969959035047920e-01 9.888484296768319803e-02 2.275830678197542133e-04
5.250000000000000000e+03 2.099992008985671621e-01 6.231224396904869733e-01 8.363677742375967561e-02 2.130177514792899462e-01 8.010923987255348655e-02 1.137915339098771066e-04
5.500000000000000000e+03 2.199991628461179793e-01 6.373463814292216201e-01 8.818843878015475424e-02 2.130177514792899462e-01 6.144742831133363781e-02 0.000000000000000000e+00
5.750000000000000000e+03 2.299991247936687966e-01 6.266499772416932457e-01 1.028675466545289074e-01 2.148384160218479721e-01 5.564406008192990249e-02 0.000000000000000000e+00
6.000000000000000000e+03 2.399990867412198359e-01 6.339326354119253493e-01 1.135639508420573512e-01 2.150659990896677254e-01 3.743741465634956717e-02 0.000000000000000000e+00
6.250000000000000000e+03 2.499990486887706531e-01 6.289258079198907225e-01 1.252844788347746985e-01 2.165452890304961353e-01 2.901684114701866268e-02 2.275830678197542133e-04
6.500000000000000000e+03 2.599990106363214704e-01 6.374601729631315106e-01 1.231224396904870289e-01 2.111970869367319203e-01 2.822030040964952288e-02 0.000000000000000000e+00
6.750000000000000000e+03 2.699989725838722876e-01 6.434911242603550408e-01 1.281292671825216278e-01 2.023213472917614886e-01 2.605826126536185672e-02 0.000000000000000000e+00
7.000000000000000000e+03 2.799989345314231048e-01 6.530496131087847322e-01 1.281292671825216278e-01 1.929904415111515781e-01 2.583067819754210348e-02 0.000000000000000000e+00
7.250000000000000000e+03 2.899988964789739221e-01 6.596495220755576039e-01 1.269913518434228616e-01 1.904870277651342647e-01 2.275830678197542090e-02 1.137915339098771066e-04
7.500000000000000000e+03 2.999988584265247393e-01 6.581702321347291385e-01 1.352981338188438687e-01 1.886663632225762388e-01 1.786527082385070547e-02 0.000000000000000000e+00
7.750000000000000000e+03 3.099988203740755566e-01 6.630632680928538747e-01 1.343878015475648557e-01 1.868456986800182129e-01 1.570323167956303931e-02 0.000000000000000000e+00
8.000000000000000000e+03 3.199987823216263738e-01 6.833181611288120516e-01 1.264223941738734647e-01 1.706873008648156498e-01 1.957214383249886169e-02 0.000000000000000000e+00
8.250000000000000000e+03 3.299987442691771911e-01 6.903732362312243742e-01 1.265361857077833274e-01 1.661356395084205850e-01 1.684114701866181243e-02 1.137915339098771066e-04
8.500000000000000000e+03 3.399987062167280083e-01 6.997041420118342847e-01 1.193673190714610866e-01 1.621529358215748617e-01 1.866181156121984527e-02 1.137915339098771066e-04
8.750000000000000000e+03 3.499986681642788255e-01 7.183659535730542167e-01 1.174328629949931702e-01 1.491807009558488717e-01 1.490669094219390124e-02 1.137915339098771066e-04
