# theta phi size
-1.237325255155582084e+02 1.071550896315240031e+01 3.000000000000000000e+00
-1.797501443950483520e+02 9.351834784495437702e+01 2.000000000000000000e+00
5.626747448444178445e+01 1.692844910368476121e+02 3.000000000000000000e+00
2.498556049516482414e-01 8.648165215504560877e+01 3.000000000000000000e+00
1.334927350429541093e+02 6.720516368919930983e+01 3.000000000000000000e+00
1.334465558066588073e+02 6.724429179886975305e+01 2.000000000000000000e+00
-1.871145671658711507e+01 1.056857797204275471e+02 2.000000000000000000e+00
1.744543227270602017e+02 9.529615326459614266e+01 2.000000000000000000e+00
-4.650726495704591201e+01 1.127948363108006902e+02 2.000000000000000000e+00
-4.655344419334121397e+01 1.127557082011302612e+02 2.000000000000000000e+00
1.612885432834129062e+02 7.431422027957248133e+01 2.000000000000000000e+00
-5.545677272939809832e+00 8.470384673540387155e+01 5.000000000000000000e+00
-1.331585438177087326e+02 6.819516866682336342e+01 4.000000000000000000e+00
-1.213150299545642525e+02 7.477530260862538114e+01 2.000000000000000000e+00
-1.058223415066046442e+02 1.064604959491508396e+02 2.000000000000000000e+00
4.684145618229129582e+01 1.118048313331766508e+02 2.000000000000000000e+00
5.868497004543574747e+01 1.052246973913746046e+02 2.000000000000000000e+00
7.417765849339534157e+01 7.353950405084917463e+01 2.000000000000000000e+00
3.068790677254929022e+01 5.470927370058000605e+01 2.000000000000000000e+00
3.212637946022431379e+01 1.736857268274980299e+02 3.000000000000000000e+00
1.391286381048950886e+02 5.911640880813310872e+01 2.000000000000000000e+00
-1.425902283882566621e+02 1.328806985847465327e+01 5.000000000000000000e+00
1.135684850864638520e+02 9.987904077351187482e+01 8.000000000000000000e+00
1.375735844728106656e+02 1.355352460011095843e+02 2.000000000000000000e+00
-9.126910409314363903e+01 1.373914944629397894e+02 3.000000000000000000e+00
-1.325966526244957890e+02 1.217783705643440584e+02 5.000000000000000000e+00
-4.139844692080635014e+01 4.735144778734186843e+01 3.000000000000000000e+00
1.316398973004052664e+02 8.670939634424591702e+01 3.000000000000000000e+00
-1.493120932274507027e+02 1.252907262994200011e+02 4.000000000000000000e+00
-1.478736205397756862e+02 6.314273172501994935e+00 3.000000000000000000e+00
-4.087136189510488293e+01 1.208835911918668984e+02 5.000000000000000000e+00
3.740977161174332366e+01 1.667119301415253290e+02 6.000000000000000000e+00
-6.643151491353616223e+01 8.012095922648811097e+01 2.000000000000000000e+00
-4.242641552718932729e+01 4.446475399889040858e+01 3.000000000000000000e+00
8.873089590685638939e+01 4.260850553706022481e+01 2.000000000000000000e+00
4.740334737550425359e+01 5.822162943565594162e+01 3.000000000000000000e+00
1.386015530791936499e+02 1.326485522126581316e+02 5.000000000000000000e+00
-4.836010269959474073e+01 9.329060365575409719e+01 2.000000000000000000e+00
