# w mse
3.000000000000000000e+00 5.113227732882317904e-03
5.000000000000000000e+00 1.357173822887514265e-02
9.000000000000000000e+00 4.068590708237534992e-02
1.700000000000000000e+01 1.161239688352785210e-01
3.300000000000000000e+01 3.120717507504994215e-01
6.500000000000000000e+01 8.568679432101793392e-01
1.290000000000000000e+02 2.087853523554687118e+00
2.570000000000000000e+02 4.242276510690341951e+00
5.130000000000000000e+02 7.336793263836500323e+00
1.025000000000000000e+03 1.153434094676825517e+01
2.049000000000000000e+03 2.039542103532841466e+01
4.097000000000000000e+03 2.190155003576182224e+01
8.193000000000000000e+03 2.487411762370715351e+01
