# w mse
3.000000000000000000e+00 3.808800507252596557e-02
5.000000000000000000e+00 7.775614303785902126e-02
9.000000000000000000e+00 2.047941683134735236e-01
1.700000000000000000e+01 4.739674967788441440e-01
3.300000000000000000e+01 1.024747427627523466e+00
6.500000000000000000e+01 2.127380723640595939e+00
1.290000000000000000e+02 4.222706769355835554e+00
2.570000000000000000e+02 7.973345809541225293e+00
5.130000000000000000e+02 1.431075596912904224e+01
1.025000000000000000e+03 2.343212860813490650e+01
2.049000000000000000e+03 3.112269680108786574e+01
4.097000000000000000e+03 4.017759744584384407e+01
8.193000000000000000e+03 3.930761381581865521e+01
