# w mse
3.000000000000000000e+00 5.306086882046037777e-04
5.000000000000000000e+00 1.364237034873959104e-03
9.000000000000000000e+00 2.635068819562073547e-03
1.700000000000000000e+01 4.089017065473310279e-03
3.300000000000000000e+01 7.951043521156221996e-03
6.500000000000000000e+01 2.014320082551701238e-02
1.290000000000000000e+02 5.925097519968722248e-02
2.570000000000000000e+02 2.015317520491724801e-01
5.130000000000000000e+02 6.605832323530130834e-01
1.025000000000000000e+03 1.944756095197331058e+00
2.049000000000000000e+03 4.221451181800242480e+00
4.097000000000000000e+03 6.199506756972220423e+00
8.193000000000000000e+03 9.875616603403704730e+00
