# w mse
3.000000000000000000e+00 3.201628389316164836e-02
5.000000000000000000e+00 7.040450317944203784e-02
9.000000000000000000e+00 1.613419920290862786e-01
1.700000000000000000e+01 3.440583558050284707e-01
3.300000000000000000e+01 7.084825413687987350e-01
6.500000000000000000e+01 1.416894094171825991e+00
1.290000000000000000e+02 2.754161041378293984e+00
2.570000000000000000e+02 5.140981686908216552e+00
5.130000000000000000e+02 9.117438416124542755e+00
1.025000000000000000e+03 1.487715331336031177e+01
2.049000000000000000e+03 2.389559578853618760e+01
4.097000000000000000e+03 3.341216134125567550e+01
8.193000000000000000e+03 4.309583444665096863e+01
