# theta phi size
-8.471655744800666810e+01 1.637975261597780730e+02 2.000000000000000000e+00
1.185801457728131538e+02 1.023148742943395746e+02 2.000000000000000000e+00
9.528344255199331769e+01 1.620247384022192350e+01 2.000000000000000000e+00
-6.141985422718684617e+01 7.768512570566041120e+01 2.000000000000000000e+00
-1.075947812908885766e+02 4.601811057328959009e+00 3.000000000000000000e+00
1.212495988516482299e+02 1.798488738751794358e+02 4.000000000000000000e+00
-1.014659958175994880e+01 8.271173049246603171e+01 5.000000000000000000e+00
-1.040849943065404801e+02 1.039129645794013896e+02 3.000000000000000000e+00
1.346511523703054252e+02 8.465675005409697462e+01 2.000000000000000000e+00
1.348815453504065260e+02 1.080666251164229550e+02 2.000000000000000000e+00
1.265473508433682781e+02 1.325482633897562437e+02 2.000000000000000000e+00
1.078865215978038208e+02 1.064488280853594233e+02 7.000000000000000000e+00
-1.409657415730999048e+02 1.356838412917036862e+02 9.000000000000000000e+00
7.240521870911143765e+01 1.753981889426710552e+02 3.000000000000000000e+00
-5.875040114835177008e+01 1.511261248205837127e-01 4.000000000000000000e+00
1.698534004182400565e+02 9.728826950753395408e+01 4.000000000000000000e+00
7.591500569345951988e+01 7.608703542059861036e+01 8.000000000000000000e+00
-4.534884762969459615e+01 9.534324994590302538e+01 9.000000000000000000e+00
-4.511845464959346685e+01 7.193337488357704501e+01 5.000000000000000000e+00
-5.345264915663173610e+01 4.745173661024377054e+01 2.000000000000000000e+00
-7.211347840219619343e+01 7.355117191464059090e+01 1.300000000000000000e+01
3.903425842690009517e+01 4.431615870829632087e+01 3.000000000000000000e+00
6.532367113859586993e+01 4.891984889026609551e+01 1.300000000000000000e+01
-1.340818665915910799e+02 1.199816539643860125e+02 3.000000000000000000e+00
6.718092539458550050e+01 4.898124926951349778e+01 1.300000000000000000e+01
1.484364813033209174e+01 8.054990245073828703e+01 5.000000000000000000e+00
1.485248157797939506e+01 8.050860075408297689e+01 5.000000000000000000e+00
-1.415920387326544301e+02 1.103740325518751888e+02 4.000000000000000000e+00
-1.340877098472807063e+02 1.199792938916040725e+02 2.000000000000000000e+00
-1.609112980219302074e+02 1.192418276183211958e+02 1.100000000000000000e+01
1.268585538714279863e+02 6.434048476765575231e+01 3.000000000000000000e+00
1.115576088432535684e+01 9.453932454547839370e+01 3.000000000000000000e+00
1.357220539542847746e+02 6.174645505288584957e+01 2.000000000000000000e+00
1.346679455454853667e+02 5.941850699404012914e+01 5.000000000000000000e+00
2.449999518735335258e+01 1.097128609083208914e+02 4.000000000000000000e+00
1.222856687438847985e+02 1.130814176919026721e+02 2.000000000000000000e+00
1.330276375832503959e+02 6.895734933137622136e+01 2.000000000000000000e+00
-1.608292838747382802e+02 1.192563325525689635e+02 3.000000000000000000e+00
1.443652827315918863e+01 8.058651487735203034e+01 8.000000000000000000e+00
1.742562311933669434e+02 9.294044037147509130e+01 7.000000000000000000e+00
5.458318775341732731e+01 8.650640539958344277e+01 2.000000000000000000e+00
1.023988464729541619e+02 5.552475902711774580e+01 3.000000000000000000e+00
1.358069469551961390e+02 6.356534776402610021e+01 3.000000000000000000e+00
-4.119658845905862421e+01 4.265921025261941679e+01 3.000000000000000000e+00
9.274538011621251243e+00 1.118392001663489452e+02 2.000000000000000000e+00
1.423555199684024899e+02 5.734403749329025857e+01 9.000000000000000000e+00
4.568145602786138681e+01 1.179061455203919309e+02 4.000000000000000000e+00
