# time ep bcc_intrp hcp_intrp
0.000000000000000000e+00 1.991924279071245150e-05 4.175312415191944962e-14 1.521574774192663104e-14
1.499999999999999944e-02 2.394815105390759062e-05 -2.726349018561778498e-07 -3.078067107953934455e-06
2.999999999999999889e-02 1.525519817072032783e-08 -4.285225319820630201e-07 -4.838051108713677341e-06
4.499999999999999833e-02 -5.080465657796321907e-05 -4.836712620535933242e-07 -5.460686320133821473e-06
5.999999999999999778e-02 -1.545375347063361756e-04 -4.591966605120911224e-07 -5.184363240212761472e-06
7.499999999999999722e-02 -1.995590130818622856e-04 -3.789514767070248556e-07 -4.278390071128600424e-06
8.999999999999999667e-02 -1.734060412454401954e-04 -2.670681854910432660e-07 -3.015221299201886303e-06
1.049999999999999961e-01 -2.127063337229605135e-04 -1.457028748084911323e-07 -1.644997752236032108e-06
1.199999999999999956e-01 -2.894002992141821726e-04 -3.313650041029129853e-08 -3.741156117406275879e-07
1.350000000000000089e-01 -2.960167052748093313e-04 5.758946532064185359e-08 6.501932782446325451e-07
1.499999999999999944e-01 -2.688966289172828577e-04 1.192817143803731057e-07 1.346706152998779149e-06
1.650000000000000078e-01 -2.922688058389294810e-04 1.503103190570045958e-07 1.697028254350529354e-06
1.799999999999999933e-01 -3.611048765352483595e-04 1.535664495608931749e-07 1.733789637175102485e-06
1.950000000000000067e-01 -3.715432983472444824e-04 1.349954154335927201e-07 1.524118343718624754e-06
2.099999999999999922e-01 -3.513819332738661767e-04 1.020866218076259251e-07 1.152579247741110825e-06
2.250000000000000056e-01 -4.126577470490240714e-04 6.255588019180417470e-08 7.062664718332889318e-07
2.399999999999999911e-01 -4.486169081679149909e-04 2.329812700394540538e-08 2.630388444856144644e-07
2.550000000000000044e-01 -3.567768429875019069e-04 -1.034563036004735188e-08 -1.168045332511742990e-07
2.700000000000000178e-01 -2.524287908905295703e-04 -3.499440170923515346e-08 -3.950890996532993467e-07
2.849999999999999756e-01 -2.708577729614194789e-04 -4.927723794804996874e-08 -5.563383239869536537e-07
2.999999999999999889e-01 -3.618137236330821668e-04 -5.356993115883906308e-08 -6.048035821650306977e-07
3.150000000000000022e-01 -3.790547909446758366e-04 -4.953299033233049929e-08 -5.592241607747793991e-07
3.300000000000000155e-01 -3.030452396753577360e-04 -3.958084064567095872e-08 -4.468655731984743900e-07
3.449999999999999734e-01 -2.477994219932046389e-04 -2.639279592608922651e-08 -2.979751696314475747e-07
3.599999999999999867e-01 -2.202894510816310637e-04 -1.250413021897160819e-08 -1.411738950058347140e-07
3.750000000000000000e-01 -1.386074492081596117e-04 3.095969906689768806e-12 3.514521144191055759e-11
3.900000000000000133e-01 -8.760403256984853476e-05 9.697167930215433407e-09 1.094834085053637447e-07
4.050000000000000266e-01 -1.108784119672853903e-04 1.586362000951772238e-08 1.791068039406177435e-07
4.199999999999999845e-01 -1.345962642207484267e-04 1.844919040485791571e-08 2.082992665310596578e-07
4.349999999999999978e-01 -9.299932119126832000e-05 1.791118394045427513e-08 2.022303077723982342e-07
4.500000000000000111e-01 6.331120673914048674e-06 1.503125518983717894e-08 1.697138401381394887e-07
4.650000000000000244e-01 9.241516019099869222e-05 1.072918655255948911e-08 1.211394772624870865e-07
4.799999999999999822e-01 1.341636954826736991e-04 5.911233376294470975e-09 6.674187602995403957e-08
4.949999999999999956e-01 1.475908921751770131e-04 1.354217582935458726e-09 1.528987299139032283e-08
5.100000000000000089e-01 1.720369984200848662e-04 -2.372119240275668485e-09 -2.678037890927021537e-08
5.250000000000000222e-01 2.080843208958566351e-04 -4.939278975742301554e-09 -5.575996027819756709e-08
5.400000000000000355e-01 2.377872914877876206e-04 -6.252731017898916339e-09 -7.058834344970564378e-08
5.550000000000000488e-01 2.796620199719884389e-04 -6.413145301806472375e-09 -7.239551852020326667e-08
