# w mse
3.000000000000000000e+00 3.369772671438841854e-04
5.000000000000000000e+00 1.292376102914911647e-03
9.000000000000000000e+00 4.768926592732151276e-03
1.700000000000000000e+01 1.684994511650008894e-02
3.300000000000000000e+01 5.981357030862347740e-02
6.500000000000000000e+01 2.179891490687970723e-01
1.290000000000000000e+02 7.889960194539809013e-01
2.570000000000000000e+02 2.768333630586020888e+00
5.130000000000000000e+02 8.504098409013959525e+00
1.025000000000000000e+03 1.802641478001333653e+01
2.049000000000000000e+03 2.605420427499143443e+01
