# theta phi size
-1.791649896695817290e+02 1.354882244505844255e+02 2.000000000000000000e+00
8.350103304182733277e-01 4.451177554941558867e+01 2.000000000000000000e+00
8.891626392793739342e+01 1.607476228779141820e+02 2.000000000000000000e+00
8.884566012791178480e+01 1.607871166975092194e+02 4.000000000000000000e+00
-1.005045613515968910e+02 5.017912749851701193e+01 2.000000000000000000e+00
-1.159224537793787757e+00 8.712902323837730023e+01 2.000000000000000000e+00
-8.170071824371166258e+01 1.795270567471465881e+02 3.000000000000000000e+00
-1.405549477549523942e+02 1.668900169332601422e+02 2.000000000000000000e+00
1.699073158247031472e+02 9.313633414913880415e+01 2.000000000000000000e+00
1.784166516479249935e+02 1.067798805901080499e+02 4.000000000000000000e+00
-9.108373607206260658e+01 1.925237712208579666e+01 7.000000000000000000e+00
-9.115433987208821520e+01 1.921288330249078413e+01 2.000000000000000000e+00
7.949543864840310903e+01 1.298208725014829952e+02 7.000000000000000000e+00
1.788407754622062384e+02 9.287097676162271398e+01 4.000000000000000000e+00
9.829928175628833742e+01 4.729432528534240343e-01 4.000000000000000000e+00
3.944505224504761287e+01 1.310998306673984715e+01 2.000000000000000000e+00
-1.009268417529685458e+01 8.686366585086122427e+01 4.000000000000000000e+00
-1.583348352074992471e+00 7.322011940989195011e+01 3.000000000000000000e+00
5.020454843758610508e+01 1.136552431745064595e+01 7.000000000000000000e+00
-1.510551788836332037e+02 5.784649622029081684e+01 2.000000000000000000e+00
8.691144710987964572e+01 1.247796084821962523e+02 3.000000000000000000e+00
-1.018628107013218482e+02 4.795644940944361423e+01 7.000000000000000000e+00
5.017846277433530133e+01 1.136890353347797955e+01 2.000000000000000000e+00
9.439324767168432118e+01 4.625702810924861552e+01 2.000000000000000000e+00
7.432483638167391859e+01 1.625432138902698682e+02 4.000000000000000000e+00
-1.559179755922236588e+01 7.287994549009822265e+01 4.000000000000000000e+00
-1.874679110667670656e+01 1.043351296212126869e+02 4.000000000000000000e+00
3.529855994836096755e+01 5.613564910438859812e+01 5.000000000000000000e+00
-9.023114248496843004e+01 1.278326888237388772e+02 5.000000000000000000e+00
1.109507052031422525e+01 7.128099810804026504e+01 3.000000000000000000e+00
-1.510687437245366880e+02 5.780668967225248878e+01 2.000000000000000000e+00
9.263080078634651215e+00 4.122206892141421974e+01 2.000000000000000000e+00
4.505773985332890419e+01 8.872353440541397163e+01 2.000000000000000000e+00
-1.297954515624138878e+02 1.686344756825493505e+02 2.000000000000000000e+00
2.894482111636680699e+01 1.221535037797091832e+02 4.000000000000000000e+00
-9.308855289012035428e+01 5.522039151780374766e+01 2.000000000000000000e+00
7.813718929867815177e+01 1.320435505905564071e+02 4.000000000000000000e+00
-1.298215372256647129e+02 1.686310964665220240e+02 3.000000000000000000e+00
-8.560675232831567882e+01 1.337429718907513916e+02 5.000000000000000000e+00
-1.056751636183260956e+02 1.745678610973012823e+01 6.000000000000000000e+00
1.644082024407776430e+02 1.071200545099017916e+02 3.000000000000000000e+00
1.612532088933232899e+02 7.566487037878732735e+01 2.000000000000000000e+00
-1.447014400516390253e+02 1.238643508956114090e+02 7.000000000000000000e+00
8.976885751503156996e+01 5.216731117626112990e+01 2.000000000000000000e+00
-1.689049294796857623e+02 1.087190018919597350e+02 4.000000000000000000e+00
2.893125627546333689e+01 1.221933103277475396e+02 4.000000000000000000e+00
-1.707369199213653701e+02 1.387779310785857945e+02 2.000000000000000000e+00
-1.349422601466711171e+02 9.127646559458605680e+01 2.000000000000000000e+00
1.423085063286483489e+02 5.862563897152769954e+01 5.000000000000000000e+00
-1.321811739325389681e+02 1.231977441127214057e+01 3.000000000000000000e+00
-1.361388024022093077e+02 1.186393990888105066e+02 3.000000000000000000e+00
-1.599417274667855793e+02 1.920943145996387713e+01 4.000000000000000000e+00
7.055370258438429687e+01 5.096505037521528436e+01 3.000000000000000000e+00
4.739564398699008763e+01 1.211666006848564336e+02 4.000000000000000000e+00
1.711201827189326252e+02 1.709874379487962415e+02 9.000000000000000000e+00
-6.874867060848825417e+01 1.747498590276348978e+02 1.300000000000000000e+01
-4.371183274048257772e+01 1.683859076176573808e+02 2.000000000000000000e+00
1.050280437455727736e+02 6.626723809684965261e+01 2.000000000000000000e+00
1.423284429839123675e+02 5.860780117813189349e+01 5.000000000000000000e+00
1.225838833619533688e+02 9.014942660097226224e+01 1.300000000000000000e+01
1.364445121093488069e+02 1.686205709804047785e+02 2.000000000000000000e+00
-1.352253231266066678e+02 1.360339070227514213e+01 2.000000000000000000e+00
-1.322977402888875247e+02 5.266689268378629407e+01 3.000000000000000000e+00
-1.318134014130067726e+02 8.599544196411383723e+01 3.000000000000000000e+00
-1.305413986689041792e+02 1.206798652990643888e+02 4.000000000000000000e+00
1.543584153391474842e+02 8.953509580279062163e+01 3.000000000000000000e+00
1.239447219322248941e+02 2.491540093599861549e+01 3.000000000000000000e+00
1.020189896973403734e+02 1.755944176462706139e+02 2.000000000000000000e+00
-1.326517916024355657e+02 6.105538352827611703e+01 2.000000000000000000e+00
