# w mse
3.000000000000000000e+00 1.361626163923479720e-03
5.000000000000000000e+00 5.410967215274400770e-03
9.000000000000000000e+00 2.133931588987238517e-02
1.700000000000000000e+01 8.265486045493378175e-02
3.300000000000000000e+01 3.119327904265075668e-01
6.500000000000000000e+01 1.113009185200283691e+00
1.290000000000000000e+02 3.669181588103609393e+00
2.570000000000000000e+02 1.178492509283127276e+01
5.130000000000000000e+02 3.229397806946666094e+01
1.025000000000000000e+03 5.445692501355136983e+01
2.049000000000000000e+03 6.452085885224794026e+01
