# drho_hcp drho_bcc avalancheSize
9.305123474186446919e-02 2.756219603272148100e-01 1.056756640860018592e+01
-8.997732599112739926e-03 -2.573699660636121281e-02 8.919761691924890101e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.395906114698840586e-02
1.742583278405707148e-04 -1.265436158373106287e-03 1.046869432990707588e-01
-6.746621982613720814e-04 -7.889749693018787910e-04 4.811447397682994814e-02
1.288613996567239406e-03 2.550943201294758600e-04 3.114138894066363905e-01
5.868694113300709780e-04 3.440947763246895129e-04 5.589395797620891337e-02
9.754189759444975572e-05 1.145570497254884239e-04 3.546070932303337780e-02
-1.143403367924400449e-02 4.138758695674841712e-04 5.716447097514492093e-01
-1.971816114279489884e-02 -4.208393668956563263e-04 6.145429901249652715e-01
4.465451235060083346e-02 1.649841484062608988e-03 5.068917127756613183e+00
-1.330426289084529756e-04 -9.053696695796292077e-06 3.438979553093653163e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.387537696048595469e-02
-2.623412617211162701e-03 -2.711728784359288946e-04 9.990865339398120881e-02
8.067360057736894241e-04 -5.984935179488668107e-05 1.302689609709437035e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.450994235668462591e-02
4.524704244355329252e-02 -9.133280938767541698e-04 4.510637911320168669e+00
4.564789799210711152e-06 -2.621931455821006028e-04 3.224401686815130119e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.484908886716614952e-02
-2.040361370982901601e-03 -1.597082423007972068e-05 2.829246542455826630e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.444760264542443128e-02
2.493048969682090665e-02 -7.272823519862692265e-04 3.323486168538658081e+00
-4.095587406411388409e-03 8.740205244737279944e-04 2.125215825229672395e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.483786275923103248e-02
-2.139734564387707483e-02 1.488368268178181381e-03 3.148622924214946051e-01
-3.058068982880327025e-02 7.353818649045449143e-04 2.467757439422808563e+00
1.188207419592912650e-04 6.190825855192753913e-05 3.125758465026348687e-02
-4.670132650283487230e-05 1.034367077723270106e-04 3.182458486512922125e-02
-7.545305715188355133e-04 -2.050446072679569867e-04 3.443716072073478573e-02
8.820032666746691064e-03 1.863849952375790965e-03 2.228703127015872476e-01
-7.516017836786126338e-04 -6.888724437077806823e-05 3.468690080849579777e-02
5.906833137111849874e-03 1.213788609933290873e-03 5.362947980561061367e-01
-7.168637515567094498e-03 -3.505065219271017926e-04 5.673660753532443479e-01
-2.121073550590546475e-04 -8.503779667618470428e-05 2.933947081718128735e-02
-3.500498594043999212e-04 1.322245027291467367e-04 3.554586027629048212e-02
-1.053540050898667257e-01 -3.394610090562385010e-04 3.656081980816834776e+00
-2.704261018024544522e-02 -1.736751120717946410e-04 7.724777728139013977e-01
1.496624849697842652e-01 1.660505309659554563e-03 3.384485106690448664e+00
6.172256398764361385e-02 1.480182945905097330e-04 1.230944723293637022e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.556832894109658368e-02
-2.051455079129349546e-03 -1.602590076285690529e-04 8.210548498828623698e-02
6.624257506617770019e-04 4.083933256689032537e-04 8.429620347352388687e-02
2.321613029636737657e-03 7.665632889228453373e-06 5.471685347631043833e-02
6.009061439036900154e-03 1.037244487248198919e-03 1.851354842645799859e-01
3.397555411486780086e-02 -5.937879250076114404e-04 1.674663329104775888e+00
-2.492070825035758164e-02 7.924266195283970540e-04 2.813248886821137495e-01
-1.754125911894000023e-03 -7.011190745337923802e-05 2.871692521246238528e-02
-8.471747305113669357e-02 1.435544972527937058e-03 2.016606340277625531e+00
-2.007323615221823232e-05 5.694941574623272815e-04 2.424327486514814001e-01
-1.626787281101016447e-02 4.081223173849008248e-04 5.475018883532318803e-01
-1.798735663911865679e-03 -2.609225452871481374e-04 1.004965313308396613e-01
1.807280053601201253e-04 1.144702048333336511e-04 3.060561063814883770e-02
-2.294367117078033314e-04 -9.679521081795575480e-05 3.492545920262871140e-02
-2.207451516167413530e-04 3.214082273130230288e-04 5.489902729698237227e-02
-2.878323982341668419e-03 -6.998466512308587975e-05 1.829447710958952977e-01
8.541461345374090630e-04 -1.342924215047428330e-04 3.288916691416122751e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.500652295305388365e-02
-1.361768853973485682e-02 1.096729987164022681e-03 9.394942914772292930e-01
-1.099690203241268649e-02 7.709218031257290479e-04 2.294818950794957069e-01
8.127538197268219244e-03 7.822947234257223229e-04 3.090406105178939433e-01
7.173376853951141108e-04 -3.094426277074468351e-04 1.031226836116088952e-01
-1.168242341725411748e-03 1.806313160363190971e-03 4.759717308831181160e-01
9.460004221960305326e-04 4.486322498167714598e-04 1.214621791858713634e-01
2.632421555113506617e-04 -3.682658742895370332e-04 4.560487053639742522e-02
2.431528532770371731e-03 8.015864709765424534e-04 4.625021411017696954e-02
-3.595881537683365270e-03 -3.895601363419442381e-03 3.412611538161606228e-01
1.764822618019912248e-03 -1.335676699004573892e-04 3.142693655096426980e-02
4.695625389809499062e-04 2.353814863011666550e-04 4.790631719919383191e-02
-1.633428761925459494e-04 2.909138178708442490e-04 3.191302942185915426e-02
1.011874601599466184e-02 -1.857199926930505791e-03 3.573829993101187430e-01
-3.967826393674242502e-02 -4.452831380233699538e-03 2.864990633133847275e+00
-1.545823013408609281e-03 -2.111903457763905818e-04 1.391439818444145105e-01
-1.098925065955436153e-03 2.615091157830077943e-04 6.129579226613725285e-02
9.444340199953604742e-04 -7.721640016964455983e-05 8.161965987583436055e-02
-2.920393062263049178e-03 5.843518853815635183e-05 1.036692590886401782e-01
-1.426973363443126419e-02 2.007474011818151469e-03 4.001501103721741837e-01
-4.370019719376713740e-02 -1.097137597796899854e-03 4.736231134109220697e+00
1.487121131199753421e-03 2.126801612437178440e-04 1.796710348087969533e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.417978496973172110e-02
1.022657228646473015e-04 1.806316376662246183e-04 1.024267586876955599e-01
3.389376166612195762e-04 4.001966273174846489e-05 5.610622694458525933e-02
1.817495532673588099e-03 -1.756888819425413660e-04 1.564263651889853945e-01
-4.361308637906291530e-04 1.681973799749427075e-04 5.357374152041703003e-02
-1.803625774872558152e-04 3.929517962469267905e-05 3.048479937423517749e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.425946081225672353e-02
6.464876881589337598e-04 -2.330446670552655843e-04 4.439082795156638617e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.562916250197496013e-02
-6.176104895561224106e-04 9.325217363469369414e-06 3.150538806549392501e-02
