# w mse
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 1.496676714120121930e-03
9.000000000000000000e+00 4.820529819439513253e-03
1.700000000000000000e+01 1.259143625791163054e-02
3.300000000000000000e+01 3.029457058542348730e-02
6.500000000000000000e+01 6.758757685671609727e-02
1.290000000000000000e+02 1.526957433374665218e-01
2.570000000000000000e+02 3.495836077048024015e-01
5.130000000000000000e+02 7.538975167174721825e-01
1.025000000000000000e+03 1.536049957095341201e+00
2.049000000000000000e+03 3.099230786190605436e+00
4.097000000000000000e+03 6.638623970218587189e+00
8.193000000000000000e+03 1.092480037532563664e+01
