# Depth(nm)	Force(mN)
0.000e+00	0.000e+00
1.241e-01	9.090e-04
3.925e-01	1.816e-03
1.079e+00	2.726e-03
8.206e-01	3.632e-03
1.238e+00	4.540e-03
1.734e+00	5.448e-03
2.076e+00	6.360e-03
1.910e+00	7.268e-03
1.973e+00	8.179e-03
2.316e+00	9.086e-03
1.984e+00	9.086e-03
2.410e+00	9.087e-03
5.374e+00	4.478e-02
1.056e+01	7.961e-02
1.488e+01	1.148e-01
1.984e+01	1.514e-01
2.426e+01	1.867e-01
2.913e+01	2.224e-01
3.385e+01	2.571e-01
3.827e+01	2.925e-01
4.199e+01	3.273e-01
4.533e+01	3.628e-01
4.782e+01	3.975e-01
5.074e+01	4.324e-01
5.367e+01	4.680e-01
5.665e+01	5.030e-01
6.055e+01	5.396e-01
6.481e+01	5.742e-01
6.934e+01	6.097e-01
7.458e+01	6.446e-01
7.510e+01	6.796e-01
7.759e+01	7.147e-01
7.890e+01	7.501e-01
8.251e+01	7.848e-01
8.785e+01	8.198e-01
8.979e+01	8.546e-01
9.264e+01	8.896e-01
9.455e+01	9.251e-01
9.622e+01	9.598e-01
9.772e+01	9.949e-01
9.857e+01	1.030e+00
1.002e+02	1.066e+00
1.026e+02	1.101e+00
1.055e+02	1.136e+00
1.069e+02	1.171e+00
1.086e+02	1.206e+00
1.107e+02	1.241e+00
1.128e+02	1.276e+00
1.151e+02	1.311e+00
1.172e+02	1.346e+00
1.195e+02	1.381e+00
1.211e+02	1.416e+00
1.227e+02	1.451e+00
1.245e+02	1.487e+00
1.268e+02	1.522e+00
1.320e+02	1.557e+00
1.343e+02	1.592e+00
1.364e+02	1.626e+00
1.380e+02	1.661e+00
1.396e+02	1.696e+00
1.405e+02	1.731e+00
1.409e+02	1.767e+00
1.418e+02	1.802e+00
1.434e+02	1.838e+00
1.445e+02	1.873e+00
1.461e+02	1.908e+00
1.475e+02	1.943e+00
1.493e+02	1.979e+00
1.509e+02	2.014e+00
1.547e+02	2.048e+00
1.567e+02	2.083e+00
1.578e+02	2.118e+00
1.599e+02	2.153e+00
1.614e+02	2.188e+00
1.631e+02	2.223e+00
1.644e+02	2.258e+00
1.661e+02	2.293e+00
1.663e+02	2.328e+00
1.673e+02	2.363e+00
1.695e+02	2.398e+00
1.706e+02	2.434e+00
1.740e+02	2.469e+00
1.763e+02	2.503e+00
1.774e+02	2.539e+00
1.792e+02	2.574e+00
1.808e+02	2.609e+00
1.815e+02	2.644e+00
1.817e+02	2.678e+00
1.827e+02	2.713e+00
1.835e+02	2.748e+00
1.849e+02	2.783e+00
1.877e+02	2.818e+00
1.894e+02	2.853e+00
1.915e+02	2.888e+00
1.941e+02	2.923e+00
1.961e+02	2.958e+00
1.979e+02	2.994e+00
1.986e+02	3.029e+00
1.988e+02	3.063e+00
1.989e+02	3.099e+00
1.995e+02	3.134e+00
1.999e+02	3.169e+00
2.002e+02	3.204e+00
2.000e+02	3.240e+00
2.025e+02	3.275e+00
2.044e+02	3.310e+00
2.065e+02	3.345e+00
2.082e+02	3.380e+00
2.096e+02	3.414e+00
2.108e+02	3.450e+00
2.112e+02	3.485e+00
2.115e+02	3.522e+00
2.124e+02	3.557e+00
2.135e+02	3.593e+00
2.146e+02	3.628e+00
2.165e+02	3.663e+00
2.176e+02	3.698e+00
2.190e+02	3.733e+00
2.206e+02	3.768e+00
2.223e+02	3.803e+00
2.239e+02	3.838e+00
2.246e+02	3.873e+00
2.261e+02	3.908e+00
2.260e+02	3.944e+00
2.267e+02	3.979e+00
2.274e+02	4.014e+00
2.284e+02	4.049e+00
2.301e+02	4.084e+00
2.318e+02	4.119e+00
2.337e+02	4.155e+00
2.343e+02	4.191e+00
2.354e+02	4.226e+00
2.361e+02	4.260e+00
2.373e+02	4.296e+00
2.380e+02	4.331e+00
2.387e+02	4.366e+00
2.398e+02	4.401e+00
2.413e+02	4.436e+00
2.430e+02	4.471e+00
2.447e+02	4.506e+00
2.456e+02	4.541e+00
2.459e+02	4.576e+00
2.466e+02	4.611e+00
2.472e+02	4.646e+00
2.479e+02	4.682e+00
2.490e+02	4.717e+00
2.498e+02	4.752e+00
2.508e+02	4.788e+00
2.521e+02	4.823e+00
2.533e+02	4.859e+00
