# Depth(nm)	Force(mN)
0.000e+00	0.000e+00
5.243e-01	9.180e-04
5.432e-01	1.836e-03
8.779e-01	2.749e-03
1.227e+00	3.672e-03
1.576e+00	4.591e-03
2.219e+00	5.504e-03
1.294e+00	6.423e-03
2.343e+00	7.342e-03
2.594e+00	8.258e-03
2.925e+00	9.172e-03
3.033e+00	1.009e-02
2.645e+00	1.009e-02
2.550e+00	1.009e-02
4.094e+00	2.489e-02
5.575e+00	3.977e-02
7.341e+00	5.501e-02
9.656e+00	7.042e-02
1.163e+01	8.538e-02
1.474e+01	1.002e-01
1.743e+01	1.157e-01
1.948e+01	1.307e-01
2.136e+01	1.457e-01
2.306e+01	1.607e-01
2.476e+01	1.757e-01
2.718e+01	1.906e-01
2.931e+01	2.057e-01
3.066e+01	2.207e-01
3.352e+01	2.357e-01
3.549e+01	2.505e-01
3.836e+01	2.656e-01
4.153e+01	2.809e-01
4.227e+01	2.963e-01
4.499e+01	3.119e-01
4.571e+01	3.269e-01
4.611e+01	3.423e-01
4.662e+01	3.575e-01
4.698e+01	3.724e-01
4.783e+01	3.873e-01
4.901e+01	4.023e-01
5.083e+01	4.175e-01
5.219e+01	4.324e-01
5.485e+01	4.474e-01
5.695e+01	4.623e-01
5.911e+01	4.773e-01
6.024e+01	4.925e-01
6.073e+01	5.073e-01
6.103e+01	5.229e-01
6.180e+01	5.378e-01
6.198e+01	5.529e-01
6.324e+01	5.681e-01
6.601e+01	5.837e-01
6.810e+01	5.986e-01
7.018e+01	6.137e-01
7.212e+01	6.286e-01
7.337e+01	6.436e-01
7.375e+01	6.587e-01
7.479e+01	6.737e-01
7.738e+01	6.887e-01
8.071e+01	7.036e-01
8.195e+01	7.186e-01
8.228e+01	7.337e-01
8.353e+01	7.489e-01
8.408e+01	7.637e-01
8.576e+01	7.787e-01
8.771e+01	7.937e-01
8.899e+01	8.088e-01
8.923e+01	8.237e-01
8.947e+01	8.386e-01
8.948e+01	8.541e-01
8.922e+01	8.693e-01
9.014e+01	8.841e-01
9.010e+01	8.988e-01
9.045e+01	9.137e-01
9.091e+01	9.287e-01
9.163e+01	9.437e-01
9.328e+01	9.586e-01
9.335e+01	9.739e-01
9.418e+01	9.887e-01
9.556e+01	1.004e+00
9.704e+01	1.019e+00
9.813e+01	1.034e+00
9.941e+01	1.049e+00
9.951e+01	1.064e+00
9.987e+01	1.079e+00
1.016e+02	1.094e+00
1.019e+02	1.109e+00
1.025e+02	1.124e+00
1.041e+02	1.139e+00
1.057e+02	1.154e+00
1.061e+02	1.169e+00
1.074e+02	1.184e+00
1.094e+02	1.199e+00
1.102e+02	1.214e+00
1.107e+02	1.229e+00
1.110e+02	1.244e+00
1.122e+02	1.259e+00
1.134e+02	1.275e+00
1.154e+02	1.290e+00
1.164e+02	1.305e+00
1.171e+02	1.320e+00
1.176e+02	1.334e+00
1.183e+02	1.349e+00
1.184e+02	1.364e+00
1.186e+02	1.379e+00
1.192e+02	1.395e+00
1.196e+02	1.409e+00
1.202e+02	1.424e+00
1.205e+02	1.439e+00
1.208e+02	1.454e+00
1.217e+02	1.469e+00
