# Depth(nm)	Force(mN)
0.000e+00	0.000e+00
6.881e-01	9.090e-04
4.229e-01	1.811e-03
4.838e-01	2.719e-03
1.154e+00	3.623e-03
1.727e+00	4.527e-03
1.925e+00	5.438e-03
2.215e+00	6.343e-03
2.189e+00	7.253e-03
2.767e+00	8.160e-03
2.633e+00	9.071e-03
2.753e+00	9.977e-03
2.359e+00	9.977e-03
2.826e+00	9.979e-03
5.672e+00	3.934e-02
1.018e+01	6.949e-02
1.513e+01	9.907e-02
1.884e+01	1.301e-01
2.263e+01	1.605e-01
2.584e+01	1.915e-01
2.842e+01	2.214e-01
3.245e+01	2.523e-01
3.673e+01	2.824e-01
3.915e+01	3.122e-01
4.377e+01	3.424e-01
4.674e+01	3.720e-01
4.870e+01	4.020e-01
5.157e+01	4.328e-01
5.411e+01	4.625e-01
5.690e+01	4.929e-01
5.983e+01	5.228e-01
6.352e+01	5.538e-01
6.641e+01	5.847e-01
7.121e+01	6.147e-01
7.240e+01	6.447e-01
7.321e+01	6.750e-01
7.569e+01	7.046e-01
7.999e+01	7.345e-01
8.268e+01	7.648e-01
8.688e+01	7.955e-01
8.986e+01	8.261e-01
9.245e+01	8.564e-01
9.289e+01	8.867e-01
9.367e+01	9.165e-01
9.407e+01	9.463e-01
9.596e+01	9.773e-01
9.852e+01	1.007e+00
1.009e+02	1.038e+00
1.038e+02	1.069e+00
1.071e+02	1.099e+00
1.087e+02	1.129e+00
1.117e+02	1.159e+00
1.121e+02	1.189e+00
1.133e+02	1.219e+00
1.148e+02	1.249e+00
1.162e+02	1.279e+00
1.176e+02	1.309e+00
1.190e+02	1.339e+00
1.203e+02	1.369e+00
1.221e+02	1.399e+00
1.258e+02	1.429e+00
1.279e+02	1.458e+00
1.293e+02	1.488e+00
1.311e+02	1.519e+00
1.323e+02	1.549e+00
1.328e+02	1.579e+00
1.358e+02	1.609e+00
1.377e+02	1.639e+00
1.393e+02	1.669e+00
1.403e+02	1.699e+00
1.420e+02	1.730e+00
1.427e+02	1.760e+00
1.451e+02	1.791e+00
1.466e+02	1.821e+00
1.478e+02	1.852e+00
1.500e+02	1.882e+00
1.510e+02	1.912e+00
1.526e+02	1.942e+00
1.541e+02	1.972e+00
1.557e+02	2.002e+00
1.589e+02	2.032e+00
1.625e+02	2.062e+00
1.646e+02	2.092e+00
1.673e+02	2.122e+00
1.685e+02	2.152e+00
1.688e+02	2.183e+00
1.693e+02	2.213e+00
1.701e+02	2.242e+00
1.715e+02	2.272e+00
1.723e+02	2.302e+00
1.729e+02	2.332e+00
1.734e+02	2.362e+00
1.757e+02	2.392e+00
1.765e+02	2.423e+00
1.780e+02	2.452e+00
1.796e+02	2.483e+00
1.806e+02	2.513e+00
1.814e+02	2.543e+00
1.814e+02	2.573e+00
1.820e+02	2.602e+00
1.835e+02	2.633e+00
1.854e+02	2.662e+00
