# Depth(nm)	Force(mN)
0.000e+00	0.000e+00
6.954e-01	9.080e-04
1.117e+00	1.814e-03
1.897e+00	2.718e-03
1.823e+00	3.633e-03
2.333e+00	4.540e-03
2.222e+00	5.448e-03
2.914e+00	6.357e-03
3.151e+00	7.275e-03
3.089e+00	8.184e-03
2.954e+00	9.096e-03
3.324e+00	9.096e-03
3.539e+00	9.098e-03
7.667e+00	6.039e-02
1.585e+01	1.104e-01
2.379e+01	1.643e-01
2.973e+01	2.140e-01
3.502e+01	2.601e-01
4.031e+01	3.149e-01
4.659e+01	3.655e-01
5.260e+01	4.168e-01
5.865e+01	4.696e-01
6.267e+01	5.191e-01
6.560e+01	5.706e-01
6.909e+01	6.199e-01
7.353e+01	6.695e-01
7.828e+01	7.199e-01
8.241e+01	7.696e-01
8.649e+01	8.195e-01
8.934e+01	8.696e-01
9.075e+01	9.192e-01
9.104e+01	9.698e-01
9.453e+01	1.020e+00
9.738e+01	1.072e+00
1.004e+02	1.122e+00
1.038e+02	1.173e+00
1.064e+02	1.223e+00
1.097e+02	1.274e+00
1.124e+02	1.323e+00
1.154e+02	1.373e+00
1.182e+02	1.423e+00
1.206e+02	1.474e+00
1.232e+02	1.524e+00
1.255e+02	1.573e+00
1.279e+02	1.624e+00
1.309e+02	1.674e+00
1.340e+02	1.724e+00
1.361e+02	1.773e+00
1.383e+02	1.823e+00
1.419e+02	1.873e+00
1.440e+02	1.924e+00
1.453e+02	1.974e+00
1.471e+02	2.024e+00
1.499e+02	2.074e+00
1.527e+02	2.124e+00
1.550e+02	2.174e+00
1.574e+02	2.225e+00
1.593e+02	2.277e+00
1.617e+02	2.327e+00
1.642e+02	2.377e+00
1.659e+02	2.427e+00
1.678e+02	2.477e+00
1.698e+02	2.527e+00
1.717e+02	2.577e+00
1.737e+02	2.627e+00
1.755e+02	2.677e+00
1.776e+02	2.727e+00
1.799e+02	2.777e+00
1.820e+02	2.827e+00
1.842e+02	2.878e+00
1.863e+02	2.927e+00
1.883e+02	2.977e+00
1.905e+02	3.027e+00
1.924e+02	3.079e+00
1.936e+02	3.129e+00
1.962e+02	3.180e+00
1.979e+02	3.230e+00
1.994e+02	3.280e+00
2.011e+02	3.329e+00
2.027e+02	3.379e+00
2.047e+02	3.429e+00
2.059e+02	3.479e+00
2.082e+02	3.529e+00
2.095e+02	3.580e+00
2.118e+02	3.630e+00
2.142e+02	3.681e+00
2.167e+02	3.731e+00
2.184e+02	3.782e+00
2.194e+02	3.833e+00
2.207e+02	3.883e+00
2.223e+02	3.933e+00
2.244e+02	3.982e+00
2.261e+02	4.033e+00
2.281e+02	4.083e+00
2.295e+02	4.134e+00
2.314e+02	4.185e+00
2.328e+02	4.235e+00
2.345e+02	4.286e+00
2.364e+02	4.335e+00
2.384e+02	4.385e+00
2.390e+02	4.434e+00
2.411e+02	4.486e+00
2.423e+02	4.536e+00
2.437e+02	4.587e+00
2.459e+02	4.639e+00
2.474e+02	4.689e+00
2.491e+02	4.739e+00
2.505e+02	4.789e+00
2.517e+02	4.840e+00
2.531e+02	4.890e+00
2.545e+02	4.940e+00
2.561e+02	4.991e+00
2.574e+02	5.041e+00
2.595e+02	5.091e+00
2.603e+02	5.141e+00
2.623e+02	5.193e+00
2.639e+02	5.243e+00
2.649e+02	5.293e+00
2.666e+02	5.342e+00
2.681e+02	5.393e+00
2.692e+02	5.444e+00
2.709e+02	5.495e+00
2.726e+02	5.545e+00
2.737e+02	5.595e+00
2.751e+02	5.644e+00
2.768e+02	5.694e+00
2.784e+02	5.744e+00
2.797e+02	5.794e+00
2.809e+02	5.844e+00
2.824e+02	5.895e+00
2.834e+02	5.944e+00
2.849e+02	5.994e+00
2.865e+02	6.044e+00
2.881e+02	6.095e+00
2.895e+02	6.145e+00
2.909e+02	6.196e+00
2.923e+02	6.246e+00
2.939e+02	6.295e+00
2.955e+02	6.346e+00
2.969e+02	6.395e+00
2.980e+02	6.445e+00
2.995e+02	6.495e+00
3.006e+02	6.545e+00
3.021e+02	6.595e+00
3.033e+02	6.644e+00
3.044e+02	6.694e+00
3.058e+02	6.745e+00
3.068e+02	6.795e+00
3.076e+02	6.845e+00
3.091e+02	6.895e+00
3.105e+02	6.945e+00
3.119e+02	6.996e+00
3.127e+02	7.047e+00
3.138e+02	7.098e+00
3.155e+02	7.150e+00
3.165e+02	7.200e+00
3.174e+02	7.250e+00
3.190e+02	7.300e+00
3.201e+02	7.349e+00
3.211e+02	7.402e+00
3.227e+02	7.452e+00
3.236e+02	7.502e+00
3.244e+02	7.552e+00
3.252e+02	7.602e+00
3.264e+02	7.651e+00
3.275e+02	7.702e+00
3.287e+02	7.754e+00
3.298e+02	7.804e+00
3.308e+02	7.855e+00
3.318e+02	7.905e+00
3.328e+02	7.955e+00
3.339e+02	8.005e+00
3.353e+02	8.056e+00
3.363e+02	8.106e+00
3.376e+02	8.156e+00
3.384e+02	8.206e+00
3.391e+02	8.257e+00
3.397e+02	8.307e+00
3.413e+02	8.357e+00
3.423e+02	8.409e+00
3.434e+02	8.459e+00
3.442e+02	8.509e+00
3.451e+02	8.559e+00
3.461e+02	8.609e+00
3.467e+02	8.660e+00
3.481e+02	8.710e+00
3.488e+02	8.762e+00
3.498e+02	8.812e+00
3.504e+02	8.862e+00
3.510e+02	8.912e+00
3.521e+02	8.962e+00
3.532e+02	9.012e+00
3.538e+02	9.062e+00
3.550e+02	9.113e+00
3.556e+02	9.164e+00
3.565e+02	9.214e+00
3.572e+02	9.264e+00
3.584e+02	9.315e+00
3.593e+02	9.365e+00
3.604e+02	9.416e+00
3.606e+02	9.467e+00
3.620e+02	9.517e+00
3.629e+02	9.567e+00
3.636e+02	9.617e+00
3.648e+02	9.668e+00
3.655e+02	9.719e+00
3.662e+02	9.769e+00
3.672e+02	9.819e+00
3.678e+02	9.870e+00
