# Depth(nm)	Force(mN)
0.000e+00	0.000e+00
3.182e-01	9.060e-04
4.723e-01	1.810e-03
9.392e-01	2.719e-03
1.490e+00	3.627e-03
1.695e+00	4.537e-03
1.497e+00	5.442e-03
2.163e+00	6.355e-03
2.150e+00	7.269e-03
2.722e+00	8.178e-03
2.908e+00	9.086e-03
2.545e+00	9.998e-03
2.647e+00	9.998e-03
3.027e+00	1.000e-02
7.172e+00	5.509e-02
1.569e+01	1.001e-01
2.237e+01	1.486e-01
2.674e+01	1.934e-01
3.311e+01	2.389e-01
3.684e+01	2.833e-01
4.223e+01	3.286e-01
4.629e+01	3.730e-01
5.045e+01	4.176e-01
5.514e+01	4.651e-01
5.965e+01	5.095e-01
6.460e+01	5.566e-01
6.775e+01	6.020e-01
7.083e+01	6.471e-01
7.385e+01	6.925e-01
7.748e+01	7.375e-01
8.169e+01	7.827e-01
8.680e+01	8.280e-01
8.954e+01	8.730e-01
9.297e+01	9.186e-01
9.532e+01	9.630e-01
9.726e+01	1.009e+00
9.888e+01	1.055e+00
1.014e+02	1.102e+00
1.047e+02	1.147e+00
1.067e+02	1.192e+00
1.095e+02	1.236e+00
1.122e+02	1.281e+00
1.143e+02	1.327e+00
1.169e+02	1.373e+00
1.198e+02	1.418e+00
1.226e+02	1.463e+00
1.256e+02	1.509e+00
1.277e+02	1.553e+00
1.295e+02	1.598e+00
1.321e+02	1.643e+00
1.356e+02	1.689e+00
1.382e+02	1.734e+00
1.400e+02	1.779e+00
1.429e+02	1.824e+00
1.475e+02	1.868e+00
1.490e+02	1.913e+00
1.518e+02	1.959e+00
1.532e+02	2.003e+00
1.553e+02	2.048e+00
1.599e+02	2.094e+00
1.624e+02	2.139e+00
1.635e+02	2.184e+00
1.650e+02	2.229e+00
1.664e+02	2.274e+00
1.669e+02	2.319e+00
1.686e+02	2.364e+00
1.702e+02	2.408e+00
1.728e+02	2.453e+00
1.753e+02	2.498e+00
1.768e+02	2.542e+00
1.779e+02	2.587e+00
1.788e+02	2.633e+00
1.796e+02	2.678e+00
1.820e+02	2.723e+00
1.839e+02	2.768e+00
1.850e+02	2.813e+00
1.861e+02	2.858e+00
1.875e+02	2.904e+00
1.886e+02	2.949e+00
1.896e+02	2.994e+00
1.900e+02	3.038e+00
1.915e+02	3.083e+00
1.928e+02	3.128e+00
1.939e+02	3.173e+00
1.948e+02	3.217e+00
1.956e+02	3.262e+00
1.964e+02	3.307e+00
1.973e+02	3.352e+00
1.982e+02	3.396e+00
1.989e+02	3.441e+00
1.992e+02	3.487e+00
2.005e+02	3.531e+00
2.013e+02	3.577e+00
2.022e+02	3.622e+00
2.031e+02	3.668e+00
2.040e+02	3.712e+00
2.045e+02	3.757e+00
2.051e+02	3.802e+00
2.055e+02	3.847e+00
2.063e+02	3.892e+00
2.068e+02	3.937e+00
2.075e+02	3.982e+00
2.078e+02	4.027e+00
2.086e+02	4.072e+00
2.094e+02	4.118e+00
2.099e+02	4.164e+00
2.107e+02	4.209e+00
2.115e+02	4.254e+00
2.119e+02	4.300e+00
2.125e+02	4.345e+00
2.120e+02	4.391e+00
