# Depth(nm)	Force(mN)
0.000e+00	0.000e+00
1.305e-01	9.180e-04
4.280e-01	1.833e-03
1.012e+00	2.750e-03
1.326e+00	3.667e-03
2.126e+00	4.581e-03
1.778e+00	5.496e-03
2.353e+00	6.412e-03
2.683e+00	7.330e-03
1.627e+00	8.246e-03
2.709e+00	9.161e-03
2.861e+00	1.008e-02
2.771e+00	1.008e-02
3.149e+00	1.008e-02
4.263e+00	2.771e-02
5.437e+00	4.554e-02
7.218e+00	6.317e-02
8.904e+00	8.012e-02
1.413e+01	9.927e-02
1.885e+01	1.171e-01
2.117e+01	1.349e-01
2.382e+01	1.525e-01
2.627e+01	1.700e-01
2.882e+01	1.873e-01
3.120e+01	2.046e-01
3.367e+01	2.225e-01
3.554e+01	2.400e-01
3.688e+01	2.575e-01
3.827e+01	2.748e-01
3.957e+01	2.921e-01
4.183e+01	3.094e-01
4.296e+01	3.270e-01
4.464e+01	3.449e-01
4.709e+01	3.624e-01
4.912e+01	3.800e-01
5.106e+01	3.975e-01
5.295e+01	4.148e-01
5.489e+01	4.332e-01
5.735e+01	4.511e-01
5.973e+01	4.687e-01
6.305e+01	4.863e-01
6.470e+01	5.042e-01
6.574e+01	5.228e-01
6.586e+01	5.403e-01
6.722e+01	5.579e-01
6.830e+01	5.752e-01
6.961e+01	5.927e-01
7.029e+01	6.101e-01
7.217e+01	6.277e-01
7.481e+01	6.452e-01
7.712e+01	6.631e-01
8.004e+01	6.805e-01
8.043e+01	6.980e-01
8.201e+01	7.159e-01
8.261e+01	7.337e-01
8.284e+01	7.517e-01
8.334e+01	7.696e-01
8.313e+01	7.871e-01
8.496e+01	8.045e-01
8.605e+01	8.219e-01
8.729e+01	8.395e-01
8.952e+01	8.575e-01
9.143e+01	8.751e-01
9.251e+01	8.927e-01
9.356e+01	9.103e-01
9.499e+01	9.277e-01
9.579e+01	9.455e-01
9.730e+01	9.629e-01
9.799e+01	9.805e-01
9.835e+01	9.980e-01
9.995e+01	1.015e+00
1.004e+02	1.034e+00
1.035e+02	1.051e+00
1.044e+02	1.069e+00
1.056e+02	1.087e+00
1.069e+02	1.104e+00
1.076e+02	1.121e+00
1.083e+02	1.139e+00
1.086e+02	1.156e+00
1.088e+02	1.174e+00
1.088e+02	1.191e+00
1.097e+02	1.209e+00
1.128e+02	1.226e+00
1.146e+02	1.244e+00
1.154e+02	1.261e+00
1.167e+02	1.279e+00
1.170e+02	1.297e+00
1.173e+02	1.314e+00
1.182e+02	1.332e+00
1.195e+02	1.349e+00
1.196e+02	1.366e+00
1.198e+02	1.384e+00
1.203e+02	1.401e+00
1.201e+02	1.419e+00
1.207e+02	1.436e+00
1.218e+02	1.454e+00
1.231e+02	1.472e+00
1.242e+02	1.490e+00
1.260e+02	1.507e+00
1.270e+02	1.525e+00
1.286e+02	1.543e+00
1.289e+02	1.560e+00
1.293e+02	1.578e+00
1.301e+02	1.595e+00
1.311e+02	1.613e+00
1.321e+02	1.631e+00
1.326e+02	1.648e+00
1.334e+02	1.665e+00
1.345e+02	1.683e+00
1.359e+02	1.701e+00
1.361e+02	1.718e+00
