# Depth(nm)	Force(mN)
0.000e+00	0.000e+00
8.898e-01	9.120e-04
6.210e-01	1.825e-03
1.238e+00	2.732e-03
1.940e+00	3.642e-03
2.013e+00	4.548e-03
2.378e+00	5.460e-03
2.384e+00	6.365e-03
2.459e+00	7.269e-03
2.446e+00	8.177e-03
2.900e+00	9.082e-03
3.339e+00	9.989e-03
2.733e+00	9.989e-03
3.289e+00	9.996e-03
6.374e+00	4.503e-02
1.162e+01	8.016e-02
1.649e+01	1.158e-01
2.170e+01	1.520e-01
2.608e+01	1.865e-01
2.931e+01	2.214e-01
3.349e+01	2.558e-01
3.861e+01	2.906e-01
4.246e+01	3.255e-01
4.591e+01	3.613e-01
4.879e+01	3.965e-01
5.218e+01	4.320e-01
5.571e+01	4.687e-01
5.806e+01	5.036e-01
5.971e+01	5.404e-01
6.276e+01	5.750e-01
6.748e+01	6.099e-01
7.077e+01	6.452e-01
7.265e+01	6.817e-01
7.593e+01	7.169e-01
7.918e+01	7.518e-01
8.040e+01	7.877e-01
8.233e+01	8.226e-01
8.479e+01	8.572e-01
8.666e+01	8.919e-01
8.823e+01	9.273e-01
9.055e+01	9.625e-01
9.248e+01	9.978e-01
9.541e+01	1.032e+00
9.813e+01	1.069e+00
9.994e+01	1.104e+00
1.013e+02	1.139e+00
1.050e+02	1.174e+00
1.075e+02	1.209e+00
1.103e+02	1.244e+00
1.116e+02	1.279e+00
1.123e+02	1.314e+00
1.133e+02	1.350e+00
1.161e+02	1.385e+00
1.191e+02	1.420e+00
1.201e+02	1.456e+00
1.220e+02	1.491e+00
1.237e+02	1.526e+00
1.267e+02	1.561e+00
1.282e+02	1.596e+00
1.313e+02	1.631e+00
1.321e+02	1.666e+00
1.326e+02	1.701e+00
1.340e+02	1.736e+00
1.351e+02	1.771e+00
1.370e+02	1.806e+00
1.378e+02	1.841e+00
1.394e+02	1.876e+00
1.411e+02	1.911e+00
1.432e+02	1.945e+00
1.454e+02	1.981e+00
1.462e+02	2.016e+00
1.481e+02	2.050e+00
1.500e+02	2.085e+00
1.515e+02	2.120e+00
1.520e+02	2.156e+00
1.530e+02	2.191e+00
1.547e+02	2.226e+00
1.564e+02	2.260e+00
1.576e+02	2.295e+00
1.597e+02	2.331e+00
1.621e+02	2.366e+00
1.634e+02	2.401e+00
1.647e+02	2.435e+00
1.665e+02	2.470e+00
1.676e+02	2.505e+00
1.691e+02	2.541e+00
1.703e+02	2.576e+00
1.710e+02	2.611e+00
1.722e+02	2.646e+00
1.735e+02	2.681e+00
1.755e+02	2.716e+00
1.775e+02	2.751e+00
1.792e+02	2.785e+00
1.807e+02	2.821e+00
1.812e+02	2.855e+00
1.822e+02	2.891e+00
1.833e+02	2.925e+00
1.846e+02	2.961e+00
1.855e+02	2.996e+00
1.859e+02	3.031e+00
1.864e+02	3.066e+00
1.875e+02	3.101e+00
1.879e+02	3.136e+00
1.892e+02	3.172e+00
1.904e+02	3.207e+00
1.914e+02	3.242e+00
1.928e+02	3.277e+00
1.937e+02	3.312e+00
1.948e+02	3.348e+00
1.958e+02	3.384e+00
1.973e+02	3.420e+00
