# Depth(nm)	Force(mN)
0.000e+00	0.000e+00
5.215e-01	9.060e-04
6.467e-01	1.813e-03
6.951e-01	2.723e-03
1.150e+00	3.627e-03
1.729e+00	4.533e-03
1.405e+00	5.437e-03
1.959e+00	6.342e-03
2.359e+00	7.245e-03
2.407e+00	8.151e-03
2.670e+00	9.057e-03
2.911e+00	9.057e-03
2.817e+00	9.059e-03
4.737e+00	3.936e-02
1.036e+01	7.169e-02
1.639e+01	1.026e-01
1.997e+01	1.333e-01
2.396e+01	1.631e-01
2.738e+01	1.933e-01
3.086e+01	2.231e-01
3.506e+01	2.534e-01
3.936e+01	2.836e-01
4.196e+01	3.136e-01
4.533e+01	3.433e-01
4.903e+01	3.733e-01
5.282e+01	4.033e-01
5.472e+01	4.344e-01
5.688e+01	4.657e-01
5.901e+01	4.958e-01
6.182e+01	5.259e-01
6.394e+01	5.570e-01
6.713e+01	5.881e-01
7.246e+01	6.191e-01
7.538e+01	6.496e-01
7.709e+01	6.803e-01
7.888e+01	7.103e-01
7.989e+01	7.404e-01
8.096e+01	7.701e-01
8.325e+01	8.003e-01
8.509e+01	8.303e-01
8.755e+01	8.608e-01
9.118e+01	8.908e-01
9.537e+01	9.205e-01
9.827e+01	9.504e-01
1.000e+02	9.802e-01
1.004e+02	1.010e+00
1.013e+02	1.040e+00
1.043e+02	1.072e+00
1.055e+02	1.103e+00
1.066e+02	1.133e+00
1.070e+02	1.163e+00
1.090e+02	1.193e+00
1.108e+02	1.223e+00
1.121e+02	1.253e+00
1.149e+02	1.283e+00
1.166e+02	1.313e+00
1.186e+02	1.343e+00
1.213e+02	1.373e+00
1.232e+02	1.403e+00
1.256e+02	1.433e+00
1.283e+02	1.463e+00
1.288e+02	1.493e+00
1.297e+02	1.523e+00
1.297e+02	1.553e+00
1.312e+02	1.584e+00
1.320e+02	1.613e+00
1.337e+02	1.643e+00
1.345e+02	1.673e+00
1.359e+02	1.704e+00
1.368e+02	1.733e+00
1.404e+02	1.763e+00
1.423e+02	1.793e+00
1.436e+02	1.823e+00
1.446e+02	1.853e+00
1.453e+02	1.883e+00
1.462e+02	1.914e+00
1.488e+02	1.944e+00
1.508e+02	1.974e+00
1.522e+02	2.004e+00
1.528e+02	2.034e+00
1.543e+02	2.064e+00
1.558e+02	2.094e+00
1.568e+02	2.124e+00
1.584e+02	2.154e+00
1.607e+02	2.184e+00
1.638e+02	2.214e+00
1.660e+02	2.244e+00
1.663e+02	2.273e+00
1.672e+02	2.303e+00
1.674e+02	2.333e+00
1.679e+02	2.363e+00
1.703e+02	2.393e+00
1.744e+02	2.423e+00
1.759e+02	2.453e+00
1.771e+02	2.483e+00
1.781e+02	2.513e+00
1.781e+02	2.543e+00
1.783e+02	2.573e+00
1.787e+02	2.603e+00
1.795e+02	2.633e+00
1.804e+02	2.663e+00
1.805e+02	2.693e+00
1.815e+02	2.723e+00
1.826e+02	2.754e+00
1.824e+02	2.783e+00
1.832e+02	2.813e+00
1.834e+02	2.843e+00
1.840e+02	2.873e+00
1.844e+02	2.904e+00
1.848e+02	2.933e+00
