# Depth(nm)	Force(mN)
0.000e+00	0.000e+00
2.038e-02	9.070e-04
6.146e-01	1.815e-03
6.537e-01	2.722e-03
1.523e+00	3.633e-03
1.766e+00	4.540e-03
1.462e+00	5.445e-03
1.509e+00	6.357e-03
1.935e+00	7.269e-03
1.973e+00	8.176e-03
2.448e+00	9.083e-03
2.326e+00	9.991e-03
2.648e+00	9.991e-03
2.591e+00	9.994e-03
5.787e+00	6.032e-02
1.432e+01	1.101e-01
2.243e+01	1.623e-01
2.775e+01	2.120e-01
3.338e+01	2.623e-01
3.849e+01	3.120e-01
4.335e+01	3.621e-01
4.773e+01	4.124e-01
5.346e+01	4.636e-01
5.755e+01	5.136e-01
6.146e+01	5.652e-01
6.580e+01	6.152e-01
7.075e+01	6.669e-01
7.416e+01	7.175e-01
7.787e+01	7.678e-01
8.203e+01	8.182e-01
8.646e+01	8.682e-01
9.030e+01	9.188e-01
9.303e+01	9.698e-01
9.807e+01	1.020e+00
9.993e+01	1.071e+00
1.025e+02	1.121e+00
1.052e+02	1.171e+00
1.080e+02	1.220e+00
1.111e+02	1.270e+00
1.149e+02	1.320e+00
1.174e+02	1.370e+00
1.207e+02	1.420e+00
1.239e+02	1.470e+00
1.267e+02	1.520e+00
1.284e+02	1.570e+00
1.303e+02	1.620e+00
1.325e+02	1.670e+00
1.351e+02	1.720e+00
1.389e+02	1.770e+00
1.415e+02	1.820e+00
1.440e+02	1.870e+00
1.487e+02	1.920e+00
1.526e+02	1.970e+00
1.539e+02	2.021e+00
1.551e+02	2.070e+00
1.565e+02	2.120e+00
1.594e+02	2.170e+00
1.614e+02	2.220e+00
1.632e+02	2.270e+00
1.654e+02	2.320e+00
1.665e+02	2.370e+00
1.691e+02	2.420e+00
1.728e+02	2.470e+00
1.742e+02	2.520e+00
1.770e+02	2.570e+00
1.792e+02	2.620e+00
1.818e+02	2.670e+00
1.865e+02	2.720e+00
1.884e+02	2.770e+00
1.905e+02	2.821e+00
1.921e+02	2.870e+00
1.928e+02	2.920e+00
1.940e+02	2.971e+00
1.958e+02	3.020e+00
1.980e+02	3.071e+00
1.988e+02	3.120e+00
2.009e+02	3.171e+00
2.032e+02	3.222e+00
2.049e+02	3.273e+00
2.070e+02	3.323e+00
2.089e+02	3.373e+00
2.105e+02	3.423e+00
2.119e+02	3.474e+00
2.138e+02	3.524e+00
2.174e+02	3.575e+00
2.208e+02	3.625e+00
2.232e+02	3.675e+00
2.253e+02	3.724e+00
2.264e+02	3.774e+00
2.270e+02	3.823e+00
2.278e+02	3.873e+00
2.293e+02	3.924e+00
2.310e+02	3.974e+00
2.332e+02	4.023e+00
2.341e+02	4.074e+00
2.350e+02	4.124e+00
2.370e+02	4.176e+00
2.396e+02	4.226e+00
2.408e+02	4.276e+00
2.435e+02	4.326e+00
2.452e+02	4.376e+00
2.458e+02	4.426e+00
2.477e+02	4.476e+00
2.501e+02	4.526e+00
2.522e+02	4.576e+00
2.539e+02	4.626e+00
2.559e+02	4.676e+00
2.565e+02	4.726e+00
2.579e+02	4.775e+00
2.591e+02	4.825e+00
2.602e+02	4.875e+00
2.619e+02	4.926e+00
2.645e+02	4.977e+00
2.658e+02	5.026e+00
2.668e+02	5.076e+00
2.684e+02	5.126e+00
2.695e+02	5.178e+00
2.711e+02	5.228e+00
2.729e+02	5.278e+00
2.753e+02	5.328e+00
2.765e+02	5.378e+00
2.782e+02	5.428e+00
2.805e+02	5.478e+00
2.823e+02	5.528e+00
2.837e+02	5.578e+00
2.851e+02	5.629e+00
2.859e+02	5.678e+00
2.874e+02	5.728e+00
2.902e+02	5.778e+00
2.921e+02	5.828e+00
2.938e+02	5.878e+00
2.953e+02	5.928e+00
2.963e+02	5.978e+00
2.975e+02	6.029e+00
2.979e+02	6.078e+00
2.990e+02	6.128e+00
3.002e+02	6.178e+00
3.018e+02	6.229e+00
3.033e+02	6.278e+00
3.040e+02	6.328e+00
3.059e+02	6.378e+00
3.069e+02	6.429e+00
3.086e+02	6.480e+00
3.091e+02	6.531e+00
3.109e+02	6.582e+00
3.120e+02	6.633e+00
3.129e+02	6.683e+00
3.145e+02	6.733e+00
3.156e+02	6.782e+00
3.172e+02	6.833e+00
