# Depth(nm)	Force(mN)
3.503e-02	-9.170e-04
0.000e+00	0.000e+00
2.223e-01	9.200e-04
1.204e+00	2.753e-03
1.057e+00	3.671e-03
1.869e+00	4.585e-03
2.000e+00	5.504e-03
2.496e+00	6.420e-03
2.602e+00	7.337e-03
3.092e+00	8.252e-03
2.509e+00	8.252e-03
2.828e+00	8.253e-03
3.862e+00	2.297e-02
5.835e+00	3.835e-02
8.567e+00	5.393e-02
1.163e+01	6.946e-02
1.466e+01	8.453e-02
1.683e+01	9.974e-02
1.883e+01	1.154e-01
2.167e+01	1.304e-01
2.275e+01	1.454e-01
2.392e+01	1.605e-01
2.601e+01	1.754e-01
2.743e+01	1.903e-01
2.934e+01	2.052e-01
3.140e+01	2.205e-01
3.374e+01	2.353e-01
3.575e+01	2.503e-01
3.691e+01	2.654e-01
3.862e+01	2.809e-01
4.066e+01	2.966e-01
4.286e+01	3.117e-01
4.393e+01	3.270e-01
4.459e+01	3.420e-01
4.579e+01	3.570e-01
4.770e+01	3.720e-01
4.942e+01	3.869e-01
5.107e+01	4.017e-01
5.225e+01	4.174e-01
5.345e+01	4.326e-01
5.448e+01	4.477e-01
5.568e+01	4.628e-01
5.644e+01	4.778e-01
5.822e+01	4.932e-01
6.007e+01	5.084e-01
6.087e+01	5.239e-01
6.346e+01	5.390e-01
6.543e+01	5.540e-01
6.697e+01	5.690e-01
6.748e+01	5.841e-01
6.748e+01	5.989e-01
6.865e+01	6.140e-01
6.999e+01	6.290e-01
7.176e+01	6.439e-01
7.367e+01	6.589e-01
7.643e+01	6.740e-01
7.816e+01	6.892e-01
8.083e+01	7.041e-01
8.261e+01	7.189e-01
8.554e+01	7.341e-01
8.643e+01	7.490e-01
8.718e+01	7.640e-01
8.822e+01	7.791e-01
8.851e+01	7.941e-01
8.904e+01	8.090e-01
8.901e+01	8.241e-01
8.914e+01	8.392e-01
8.975e+01	8.541e-01
9.052e+01	8.691e-01
9.093e+01	8.842e-01
9.225e+01	8.993e-01
9.334e+01	9.142e-01
9.488e+01	9.292e-01
9.559e+01	9.443e-01
9.727e+01	9.596e-01
9.738e+01	9.748e-01
9.820e+01	9.898e-01
9.925e+01	1.005e+00
9.971e+01	1.020e+00
9.978e+01	1.035e+00
1.005e+02	1.050e+00
1.015e+02	1.065e+00
1.038e+02	1.081e+00
1.045e+02	1.095e+00
1.054e+02	1.111e+00
1.066e+02	1.126e+00
1.084e+02	1.141e+00
1.127e+02	1.156e+00
1.135e+02	1.171e+00
1.137e+02	1.186e+00
1.140e+02	1.201e+00
1.142e+02	1.216e+00
1.145e+02	1.231e+00
1.151e+02	1.247e+00
1.157e+02	1.262e+00
1.159e+02	1.277e+00
1.165e+02	1.292e+00
1.170e+02	1.307e+00
1.194e+02	1.322e+00
1.198e+02	1.337e+00
1.220e+02	1.352e+00
1.232e+02	1.367e+00
1.239e+02	1.382e+00
1.240e+02	1.398e+00
1.242e+02	1.413e+00
1.245e+02	1.428e+00
1.253e+02	1.443e+00
1.257e+02	1.459e+00
1.260e+02	1.474e+00
