# Depth(nm)	Force(mN)
0.000e+00	0.000e+00
4.679e-01	9.190e-04
5.978e-01	1.838e-03
1.238e+00	2.757e-03
1.267e+00	3.675e-03
2.257e+00	4.593e-03
1.534e+00	5.510e-03
2.368e+00	6.427e-03
2.213e+00	7.342e-03
2.467e+00	8.259e-03
2.279e+00	9.176e-03
2.739e+00	1.009e-02
2.604e+00	1.009e-02
2.715e+00	1.010e-02
3.647e+00	3.061e-02
5.373e+00	5.094e-02
8.341e+00	7.153e-02
1.179e+01	8.979e-02
1.603e+01	1.119e-01
1.933e+01	1.326e-01
2.140e+01	1.529e-01
2.409e+01	1.734e-01
2.651e+01	1.934e-01
2.912e+01	2.135e-01
3.117e+01	2.334e-01
3.360e+01	2.534e-01
3.590e+01	2.735e-01
3.810e+01	2.935e-01
4.043e+01	3.137e-01
4.310e+01	3.334e-01
4.473e+01	3.533e-01
4.536e+01	3.729e-01
4.586e+01	3.934e-01
4.936e+01	4.135e-01
5.215e+01	4.339e-01
5.489e+01	4.539e-01
5.554e+01	4.737e-01
5.636e+01	4.936e-01
5.817e+01	5.135e-01
5.955e+01	5.339e-01
6.042e+01	5.537e-01
6.039e+01	5.736e-01
6.107e+01	5.934e-01
6.281e+01	6.134e-01
6.399e+01	6.334e-01
6.460e+01	6.539e-01
6.538e+01	6.742e-01
6.559e+01	6.948e-01
6.568e+01	7.150e-01
6.565e+01	7.354e-01
6.581e+01	7.551e-01
6.668e+01	7.751e-01
6.712e+01	7.949e-01
6.805e+01	8.149e-01
6.790e+01	8.351e-01
7.043e+01	8.553e-01
7.271e+01	8.753e-01
7.360e+01	8.955e-01
7.383e+01	9.157e-01
7.418e+01	9.354e-01
7.499e+01	9.553e-01
7.584e+01	9.756e-01
7.669e+01	9.957e-01
7.730e+01	1.016e+00
7.804e+01	1.036e+00
7.873e+01	1.056e+00
7.815e+01	1.076e+00
8.006e+01	1.096e+00
8.080e+01	1.116e+00
8.170e+01	1.136e+00
8.204e+01	1.156e+00
8.280e+01	1.176e+00
8.387e+01	1.195e+00
8.488e+01	1.216e+00
8.623e+01	1.236e+00
8.708e+01	1.256e+00
8.793e+01	1.276e+00
8.926e+01	1.296e+00
9.100e+01	1.316e+00
9.214e+01	1.336e+00
9.280e+01	1.355e+00
9.383e+01	1.375e+00
9.459e+01	1.395e+00
9.534e+01	1.415e+00
9.602e+01	1.435e+00
9.755e+01	1.456e+00
9.931e+01	1.475e+00
1.002e+02	1.495e+00
1.013e+02	1.515e+00
1.020e+02	1.535e+00
1.027e+02	1.555e+00
1.034e+02	1.576e+00
1.049e+02	1.595e+00
1.061e+02	1.615e+00
1.066e+02	1.635e+00
1.070e+02	1.656e+00
1.075e+02	1.676e+00
1.090e+02	1.696e+00
1.096e+02	1.716e+00
1.101e+02	1.736e+00
1.115e+02	1.756e+00
1.117e+02	1.776e+00
1.138e+02	1.796e+00
1.159e+02	1.815e+00
1.170e+02	1.835e+00
1.175e+02	1.856e+00
1.177e+02	1.876e+00
1.184e+02	1.896e+00
1.194e+02	1.916e+00
1.201e+02	1.936e+00
1.202e+02	1.956e+00
