# prediction	actual
1.561674904149419341e+00 1.472294997386764726e+00
4.102044017905315698e+00 4.409172664851952028e+00
3.760129651764053893e+00 3.793041843959469084e+00
6.169190418551792732e+00 6.195885247527186834e+00
3.697485812904761193e+00 3.465034659857385790e+00
3.983984063746634163e+00 3.897242476480770712e+00
4.317348419055853093e+00 4.221373640165193564e+00
4.421226081549143316e+00 4.191431755940801196e+00
3.876295179744191799e+00 3.738844611520995898e+00
4.194854907094726748e+00 4.222804740472406948e+00
4.247839875907312823e+00 4.296230603136693027e+00
3.391349682394967147e+00 3.232285469936038602e+00
4.115964882003837921e+00 4.006021756661515276e+00
4.197632413642175209e+00 3.911452764115963543e+00
3.561380934011644683e+00 3.532636517764944362e+00
1.953127267155412294e+00 2.027716242157711513e+00
4.258827748005939107e+00 4.088523679559322055e+00
4.575181751439705735e+00 4.939077599973249022e+00
3.801129047991176790e+00 3.713708145162069929e+00
4.219854925224614917e+00 4.358704447887578048e+00
4.073077883667979293e+00 3.917940007122993062e+00
4.079400869385256811e+00 3.968800415778958701e+00
3.539111690491552942e+00 3.434427591465501362e+00
2.996593832461779794e+00 2.810038854651471407e+00
3.716593616459829885e+00 3.640035962891302823e+00
5.945247841793975141e+00 4.650781501847242261e+00
3.776156968139216641e+00 3.851983199956192649e+00
4.216567545187629662e+00 4.347162145706687575e+00
4.150931561981147766e+00 4.523530704001236913e+00
3.647805935624774065e+00 3.639292253563392698e+00
3.763884151929501432e+00 3.626867043978168059e+00
3.356095303561242194e+00 3.067333863696164897e+00
3.517477907353421696e+00 3.430931850127194593e+00
3.160375702126679620e+00 2.895737991565704661e+00
3.836859080015779355e+00 3.748471079106184600e+00
3.590965016007666044e+00 3.726659419722454292e+00
9.292261358305103913e-01 1.027991294971161818e+00
4.015147677736669252e+00 3.888610708310132225e+00
3.509074299688486498e+00 3.299482816511762895e+00
4.162046177610574382e+00 4.478251998837784242e+00
3.626802329585593121e+00 3.570762652712862639e+00
3.803304981323414768e+00 3.901221589162959358e+00
3.881467838666353476e+00 3.824965999584478915e+00
3.918325638981359660e+00 3.845827599907199801e+00
3.336547584715130021e+00 3.029099091116565390e+00
3.960935786674765868e+00 3.833053331712875433e+00
3.816793156850060154e+00 3.751232223724805692e+00
4.129162814108522817e+00 4.033682075397326372e+00
3.351315994279595145e+00 3.064859583397131715e+00
3.514714542929028518e+00 3.379312468582071460e+00
3.573001245255635006e+00 3.456902689930965167e+00
3.732793809950711861e+00 3.626602714992221088e+00
3.898276349752669123e+00 3.681584811412820457e+00
3.795351825009688262e+00 3.826076223394465625e+00
3.339927868602248662e+00 2.944723128566642423e+00
4.094546391899461568e+00 3.828651265060597275e+00
9.209984493995977406e-01 2.869180633709405570e-01
4.613030486435829580e+00 4.396802880889693732e+00
3.762587384386653966e+00 3.708215407010647446e+00
3.273159274001105068e+00 3.157818085400754260e+00
3.387656238033814216e+00 3.436713507174857352e+00
3.463156581329193351e+00 3.196550113047306851e+00
3.256516667331974091e+00 2.922883697576321715e+00
3.984963722389703200e+00 4.011304530280654035e+00
3.499919969503598516e+00 3.479444415799275436e+00
3.238537189056664989e+00 3.036126332405505224e+00
3.508346890977241728e+00 3.418290529640905628e+00
3.967341691529996606e+00 4.122042874818707681e+00
3.758988458581216996e+00 3.759008444714111885e+00
2.919238295177092546e+00 2.677660549830692016e+00
3.719209707951327548e+00 3.877862876881004173e+00
3.960633070738777128e+00 3.884583106374703831e+00
4.212170296586585927e+00 4.111688752608849917e+00
3.651067350859806826e+00 3.598582749193099062e+00
3.384232422672595053e+00 3.370917997369008212e+00
3.877624361292502098e+00 3.698429642049224420e+00
4.284266720943686657e+00 3.824010839680147988e+00
3.743866526171222286e+00 3.794261536578400484e+00
1.477062235812022450e+00 1.555650891570467875e+00
3.155055161646581396e+00 2.846215625669580085e+00
4.157168009839640632e+00 3.967354757463628090e+00
3.721334395945601337e+00 3.681409915708074188e+00
3.525364619985495107e+00 3.423459119187918898e+00
3.955622795733566566e+00 4.054178237421810493e+00
4.099774452870529551e+00 4.008727292763343719e+00
3.991709673884096699e+00 3.959362422622814570e+00
3.914228086498408032e+00 4.065971089778400049e+00
3.806482599030616143e+00 3.676891574960233111e+00
3.680288217956066976e+00 3.650778075895758867e+00
4.013265171115633301e+00 3.941652964615919963e+00
3.604760294234202522e+00 3.497202946609506924e+00
