# w mse
3.000000000000000000e+00 3.473432487229387994e-02
5.000000000000000000e+00 7.705850741515972435e-02
9.000000000000000000e+00 1.792178954176277261e-01
1.700000000000000000e+01 3.800329149991757971e-01
3.300000000000000000e+01 7.651380536014809053e-01
6.500000000000000000e+01 1.500996100963099211e+00
1.290000000000000000e+02 2.868703538881486992e+00
2.570000000000000000e+02 5.191271594771365905e+00
5.130000000000000000e+02 8.779308161039512726e+00
1.025000000000000000e+03 1.325609705995323395e+01
2.049000000000000000e+03 2.056178853871461598e+01
4.097000000000000000e+03 2.642817848459917229e+01
8.193000000000000000e+03 3.187901927545317449e+01
