# w mse
3.000000000000000000e+00 6.155677818080599814e-03
5.000000000000000000e+00 1.255431714044017572e-02
9.000000000000000000e+00 3.456058580518401452e-02
1.700000000000000000e+01 9.222969545959092130e-02
3.300000000000000000e+01 2.235355524714164599e-01
6.500000000000000000e+01 5.100675148130373593e-01
1.290000000000000000e+02 1.139547463475774736e+00
2.570000000000000000e+02 2.683106031348699183e+00
5.130000000000000000e+02 6.104030142521026825e+00
1.025000000000000000e+03 1.264845279908765185e+01
2.049000000000000000e+03 2.125470114726389070e+01
4.097000000000000000e+03 2.694766855591790033e+01
8.193000000000000000e+03 3.060471990202558246e+01
