# drho_hcp drho_bcc avalancheSize
0.000000000000000000e+00 0.000000000000000000e+00 1.079544467245288630e-01
-5.432854105869022732e-06 2.135244190593077462e-05 3.672342644145205892e-02
2.307219260714601927e-02 1.185369794641655261e-02 1.772139887823492188e+01
0.000000000000000000e+00 0.000000000000000000e+00 1.776888849005314047e-02
2.010564240169238071e-04 -1.082211993026493957e-04 7.942971004819765479e-02
9.545112537159561317e-04 -2.927156343361936308e-04 3.792954002667499602e-01
6.031683147001629108e-04 -3.326154394083236099e-04 2.576392053775662938e-01
3.573427719424232540e-04 -4.581172021380641723e-04 1.629575264569205761e-01
1.891346483614449181e-04 -3.720075914346310242e-04 1.164586747700415564e-01
1.523269416580826097e-04 -1.979062916517282389e-04 9.570123306379553496e-02
2.130835365038823148e-04 4.480287978458896703e-05 1.930487812997272734e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.798141934524952884e-02
2.365213205370447769e-04 3.453883039342686700e-04 8.326367057432575158e-02
1.196533044084679975e-04 8.567671241221930245e-05 3.708702397008489110e-02
2.980071394997896306e-04 3.928455267565578168e-05 7.877765424510078940e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.269789741877386094e-02
3.051022764481853278e-04 9.468475147644817014e-05 1.281735738999152385e-01
-2.802419690337010216e-05 2.327916031354959614e-04 1.304132197645563318e-01
-3.022676497509979576e-04 -2.565718031311003955e-05 1.789136912622143194e-01
-3.574757534330896824e-04 -2.992321234860373380e-04 1.510465527324204027e-01
6.921088595346347461e-06 -8.950139584706917617e-05 3.424994824458621467e-02
4.416407722455384377e-04 -3.036235622722038840e-05 1.190640525041094383e-01
-3.277296116341865684e-04 2.654634051324489263e-05 6.955535581398311629e-02
-1.805438624992716790e-04 1.294237543469911600e-05 6.609260470662856046e-02
3.342694892752295921e-05 -8.925931440284529117e-05 9.336124928832441328e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.691798939193516274e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.646614709289144149e-02
1.066369578153758546e-05 -3.444835557120384806e-05 3.464934915913790020e-02
-6.510514111240928159e-06 2.183069827115247108e-04 5.443680243878308567e-02
-2.409139425998962913e-05 4.357177512218646243e-04 2.764688460220221522e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.812543294515614467e-02
-3.397134056798423174e-05 7.752903777624720050e-05 6.248653432856218770e-02
-1.940495502662092919e-04 -2.263647164220117247e-04 1.612952946437755108e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.062643201251912820e-02
3.822934151080648046e-05 2.260360998709298741e-04 7.079317094044022818e-02
-1.136053534964709399e-04 -2.288161301322588770e-04 9.703992176474426912e-02
1.852650944823841517e-05 -6.329546574090905153e-05 4.046597978221898317e-02
6.590210780113570088e-05 -2.083753781723096665e-05 5.495781995271296905e-02
-5.083644300872547372e-05 1.022033318187620665e-04 1.132426581017566963e-01
-9.187701575895379502e-05 6.472065441509577965e-05 5.819075144880662270e-02
-6.818490278793359893e-05 2.358043568428946912e-05 6.961758768468986891e-02
-6.392542981070725716e-07 -1.404808809812863046e-05 3.404286699366289304e-02
3.464557797275627515e-04 -2.313442860371051069e-04 2.421316195393938830e-01
9.814391100899932940e-05 2.283624478254253631e-04 1.067485708673426292e-01
6.717549918659054820e-05 -6.055345844568904567e-05 7.256748928991776926e-02
9.510964569525715007e-05 -2.445408534099691167e-04 9.153846644971519453e-02
-2.696389818650016257e-04 -1.099870504659428150e-04 1.717152002659679544e-01
-1.719057494910247730e-05 2.947919758211625663e-05 6.411860588379911241e-02
-7.255076794392134598e-05 -2.290790406711540328e-04 1.446400316150373844e-01
-8.052560066751368595e-05 4.540323965973591669e-05 8.183306027325767951e-02
6.323078697034745232e-05 -1.194910316137942630e-05 4.078464643536196255e-02
1.328770018069191927e-05 7.571132117689671759e-06 7.960214443658934769e-02
1.778979474615083323e-04 1.340632750990167210e-05 1.201846543345082841e-01
1.533320187745434993e-04 1.983251515724759884e-05 5.388338171675143007e-02
6.233433693314527346e-05 3.614364379211920664e-05 5.307422848359093226e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.648788693879141981e-02
1.941203126554214009e-05 -2.131974627017640955e-05 3.242078893701628994e-02
4.540548109305264646e-05 -9.763430368181502672e-05 8.321763703278522994e-02
-1.716034297716273471e-06 -5.583544957987740531e-05 6.689689888382388538e-02
-5.094378456688142265e-05 -3.543853571885691167e-05 5.997605607000544570e-02
-7.105405259844044252e-05 1.898801433863894772e-05 5.723784487502281415e-02
-4.955306066167786128e-05 4.866748494958272886e-05 3.422829209417096313e-02
-1.368532299328428792e-05 1.666246271847526828e-05 1.317180927695504600e-01
1.340046792816518284e-04 -1.782653500814745939e-04 7.476703240132556716e-02
-4.273967782512655411e-04 1.910482176237238150e-05 1.851314270195868195e-01
1.379436954557222705e-04 -1.671160296590201710e-05 6.140940061381303106e-02
1.312797229646167629e-04 7.776777759893604980e-05 6.850493640799100448e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.670762517613194803e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.303818871483375941e-01
