# clusterSize EnergyDrop
0.000000000000000000e+00 -3.841254108435710077e+04
0.000000000000000000e+00 -3.839716729864230001e+04
0.000000000000000000e+00 -3.835726367735549866e+04
0.000000000000000000e+00 -3.831048750837350235e+04
0.000000000000000000e+00 -3.825618739685849869e+04
0.000000000000000000e+00 -3.816780239852439990e+04
0.000000000000000000e+00 -3.807112155807240197e+04
0.000000000000000000e+00 -3.795789143394630082e+04
0.000000000000000000e+00 -3.783647779722260020e+04
0.000000000000000000e+00 -3.770189067267929931e+04
0.000000000000000000e+00 -3.756048497056259657e+04
0.000000000000000000e+00 -3.740819382953729655e+04
0.000000000000000000e+00 -3.725044530727779784e+04
0.000000000000000000e+00 -3.710831021245349984e+04
0.000000000000000000e+00 -3.707457598414880340e+04
3.900000000000000000e+01 -3.701217400636959792e+04
1.060000000000000000e+02 -3.698091695627659647e+04
1.830000000000000000e+02 -3.693157000586560025e+04
2.190000000000000000e+02 -3.689714021501110255e+04
2.720000000000000000e+02 -3.686186791265880311e+04
2.680000000000000000e+02 -3.683524113729129749e+04
3.550000000000000000e+02 -3.682521608765269775e+04
3.020000000000000000e+02 -3.680423909927219938e+04
4.360000000000000000e+02 -3.679841859560640296e+04
4.950000000000000000e+02 -3.679004627452119894e+04
5.450000000000000000e+02 -3.677752371091969690e+04
5.560000000000000000e+02 -3.677097244930679881e+04
6.400000000000000000e+02 -3.676241773658699822e+04
7.060000000000000000e+02 -3.675017546741010301e+04
6.900000000000000000e+02 -3.673645482086470292e+04
7.640000000000000000e+02 -3.673199853464979969e+04
8.130000000000000000e+02 -3.672765877915889723e+04
7.900000000000000000e+02 -3.671443000082390063e+04
7.260000000000000000e+02 -3.671658707445450273e+04
7.010000000000000000e+02 -3.671036374394800077e+04
6.940000000000000000e+02 -3.669827398985280161e+04
6.210000000000000000e+02 -3.669718799034049880e+04
6.430000000000000000e+02 -3.668537283964389644e+04
5.300000000000000000e+02 -3.668534615953869798e+04
4.240000000000000000e+02 -3.668286059734640003e+04
4.920000000000000000e+02 -3.668348519894070341e+04
4.360000000000000000e+02 -3.668230949020769913e+04
4.280000000000000000e+02 -3.666970002987130283e+04
3.870000000000000000e+02 -3.666705444209770212e+04
3.950000000000000000e+02 -3.666228127803729876e+04
3.310000000000000000e+02 -3.665744536457810318e+04
4.050000000000000000e+02 -3.666051734612669679e+04
3.540000000000000000e+02 -3.665007852862049913e+04
4.110000000000000000e+02 -3.665221624535020237e+04
3.480000000000000000e+02 -3.665434266108299926e+04
3.040000000000000000e+02 -3.666315800618250069e+04
2.960000000000000000e+02 -3.664451218651790259e+04
2.600000000000000000e+02 -3.666008285657060333e+04
2.810000000000000000e+02 -3.665947931909030012e+04
2.570000000000000000e+02 -3.665793473544110020e+04
3.040000000000000000e+02 -3.666478378373460146e+04
2.290000000000000000e+02 -3.666418911890639720e+04
2.200000000000000000e+02 -3.666398228223659680e+04
2.290000000000000000e+02 -3.667387655391779845e+04
2.340000000000000000e+02 -3.667276650355350284e+04
2.460000000000000000e+02 -3.666952248689030239e+04
2.380000000000000000e+02 -3.667469070185119926e+04
2.520000000000000000e+02 -3.667349362618740270e+04
2.510000000000000000e+02 -3.667685814263400243e+04
2.440000000000000000e+02 -3.667131086053929903e+04
2.740000000000000000e+02 -3.667729143617829686e+04
2.530000000000000000e+02 -3.668336779797550116e+04
2.210000000000000000e+02 -3.667847715102809889e+04
2.460000000000000000e+02 -3.668290555158659845e+04
2.300000000000000000e+02 -3.668689422603690036e+04
2.700000000000000000e+02 -3.668201349501129880e+04
2.610000000000000000e+02 -3.668100399507620023e+04
2.410000000000000000e+02 -3.667721365321880148e+04
2.820000000000000000e+02 -3.668507603566520265e+04
2.330000000000000000e+02 -3.669331450043179939e+04
2.760000000000000000e+02 -3.668846025966350135e+04
2.510000000000000000e+02 -3.669107486609440093e+04
2.220000000000000000e+02 -3.668742243403149769e+04
2.220000000000000000e+02 -3.669154585350919660e+04
2.010000000000000000e+02 -3.668928335469769809e+04
2.560000000000000000e+02 -3.669237270735170023e+04
2.180000000000000000e+02 -3.668627892592149874e+04
2.240000000000000000e+02 -3.668792817447570269e+04
2.070000000000000000e+02 -3.668806272980310314e+04
