# w mse
3.000000000000000000e+00 4.477869132412316995e-03
5.000000000000000000e+00 1.539507146248234211e-02
9.000000000000000000e+00 4.842868084155296099e-02
1.700000000000000000e+01 1.293392351081066594e-01
3.300000000000000000e+01 3.083431290479329845e-01
6.500000000000000000e+01 6.899872351574797280e-01
1.290000000000000000e+02 1.482838224288802742e+00
2.570000000000000000e+02 3.136802958428677623e+00
5.130000000000000000e+02 6.470837010872906525e+00
1.025000000000000000e+03 1.286301436272757037e+01
2.049000000000000000e+03 2.271392455329564797e+01
4.097000000000000000e+03 2.887484843328463668e+01
8.193000000000000000e+03 3.353800764894651820e+01
