# clusterSize EnergyDrop
0.000000000000000000e+00 -3.841446084268129925e+04
0.000000000000000000e+00 -3.839675620793789858e+04
0.000000000000000000e+00 -3.835873631001819740e+04
0.000000000000000000e+00 -3.830728522307080129e+04
0.000000000000000000e+00 -3.825726227528519667e+04
0.000000000000000000e+00 -3.816515064258209895e+04
0.000000000000000000e+00 -3.807021276794699952e+04
0.000000000000000000e+00 -3.796013741862490133e+04
0.000000000000000000e+00 -3.783664030961340177e+04
0.000000000000000000e+00 -3.770404694981459761e+04
0.000000000000000000e+00 -3.755609308430160308e+04
0.000000000000000000e+00 -3.740950079597580043e+04
0.000000000000000000e+00 -3.725387588424290152e+04
0.000000000000000000e+00 -3.711301301553309895e+04
2.000000000000000000e+00 -3.708153497036680346e+04
2.200000000000000000e+01 -3.699744212168279773e+04
7.900000000000000000e+01 -3.694925172038660094e+04
2.250000000000000000e+02 -3.690026393205689965e+04
3.060000000000000000e+02 -3.685808469748640346e+04
4.070000000000000000e+02 -3.683482208419859671e+04
4.180000000000000000e+02 -3.681910218676729710e+04
4.490000000000000000e+02 -3.680888428387680324e+04
4.680000000000000000e+02 -3.679657673464959953e+04
4.490000000000000000e+02 -3.677940143315940077e+04
4.470000000000000000e+02 -3.676639600148489990e+04
4.170000000000000000e+02 -3.676110233620859799e+04
4.190000000000000000e+02 -3.676239016837070085e+04
4.370000000000000000e+02 -3.673986771301249973e+04
4.460000000000000000e+02 -3.674063223857970297e+04
4.570000000000000000e+02 -3.673255528296239936e+04
4.600000000000000000e+02 -3.673948831032180169e+04
4.550000000000000000e+02 -3.673837878984690178e+04
4.490000000000000000e+02 -3.673432472933040117e+04
4.620000000000000000e+02 -3.673165009484570328e+04
4.140000000000000000e+02 -3.672842808819570200e+04
4.160000000000000000e+02 -3.672100604835079866e+04
3.710000000000000000e+02 -3.671871660875390080e+04
3.560000000000000000e+02 -3.671376898914379854e+04
3.570000000000000000e+02 -3.670743346050100081e+04
3.610000000000000000e+02 -3.670906130599149765e+04
3.300000000000000000e+02 -3.670612525266670127e+04
3.630000000000000000e+02 -3.670687326292740181e+04
3.510000000000000000e+02 -3.670832483624979795e+04
3.580000000000000000e+02 -3.669956489392519870e+04
3.770000000000000000e+02 -3.670439203024729795e+04
3.910000000000000000e+02 -3.669772813740230049e+04
3.830000000000000000e+02 -3.669366913820119953e+04
3.860000000000000000e+02 -3.670080086795020179e+04
3.920000000000000000e+02 -3.670442413145970204e+04
3.830000000000000000e+02 -3.670875745719690167e+04
3.580000000000000000e+02 -3.670415058671260340e+04
3.930000000000000000e+02 -3.669739071016570233e+04
3.840000000000000000e+02 -3.669914290835469728e+04
3.890000000000000000e+02 -3.669102294872340281e+04
3.970000000000000000e+02 -3.670340397835359909e+04
3.640000000000000000e+02 -3.669508673521110177e+04
4.050000000000000000e+02 -3.669731156692659715e+04
3.670000000000000000e+02 -3.670472851366279792e+04
3.400000000000000000e+02 -3.669867219304099854e+04
3.660000000000000000e+02 -3.670991430241490161e+04
3.390000000000000000e+02 -3.670084243623910152e+04
3.440000000000000000e+02 -3.670360227095139999e+04
3.360000000000000000e+02 -3.669907828448659711e+04
3.400000000000000000e+02 -3.670427794533200358e+04
3.240000000000000000e+02 -3.669882203651610325e+04
3.210000000000000000e+02 -3.671255267281160195e+04
3.100000000000000000e+02 -3.671183771874469676e+04
3.000000000000000000e+02 -3.670564818072260096e+04
3.330000000000000000e+02 -3.671598479771179700e+04
2.440000000000000000e+02 -3.671853649357969698e+04
2.870000000000000000e+02 -3.671834946589860192e+04
2.610000000000000000e+02 -3.672997756247450161e+04
2.450000000000000000e+02 -3.673265549728160113e+04
2.540000000000000000e+02 -3.674810263849490002e+04
2.490000000000000000e+02 -3.673956759900019824e+04
2.570000000000000000e+02 -3.674322500817220134e+04
2.770000000000000000e+02 -3.674643039399659756e+04
2.660000000000000000e+02 -3.674506474188449647e+04
2.520000000000000000e+02 -3.674580560769820295e+04
2.520000000000000000e+02 -3.674348401543559885e+04
2.680000000000000000e+02 -3.674139250958959747e+04
2.640000000000000000e+02 -3.675293682741109660e+04
2.600000000000000000e+02 -3.674908539911019761e+04
2.380000000000000000e+02 -3.675310413074459939e+04
