# w mse
3.000000000000000000e+00 6.850412750805075397e-03
5.000000000000000000e+00 3.351848898625721732e-03
9.000000000000000000e+00 3.558770482620851432e-03
1.700000000000000000e+01 4.792524798933562799e-03
3.300000000000000000e+01 8.266674548625544197e-03
6.500000000000000000e+01 1.692774707745062918e-02
1.290000000000000000e+02 3.999382850284572549e-02
2.570000000000000000e+02 9.495732004296666973e-02
5.130000000000000000e+02 2.191282713483885813e-01
1.025000000000000000e+03 5.240012158917899399e-01
2.049000000000000000e+03 1.131217221326310085e+00
4.097000000000000000e+03 1.883774792006313925e+00
8.193000000000000000e+03 2.791854786061388261e+00
1.638500000000000000e+04 3.534001547487001904e+00
3.276900000000000000e+04 4.847891880755082816e+00
