# w mse
3.000000000000000000e+00 3.740538295363330431e-03
5.000000000000000000e+00 4.282098542005828047e-03
9.000000000000000000e+00 6.060809870058611430e-03
1.700000000000000000e+01 8.011206849920116807e-03
3.300000000000000000e+01 1.831740241739906322e-02
6.500000000000000000e+01 5.055120414413422775e-02
1.290000000000000000e+02 1.495014647063591662e-01
2.570000000000000000e+02 4.559598770780048937e-01
5.130000000000000000e+02 1.332951161121893158e+00
1.025000000000000000e+03 2.999262240648436606e+00
2.049000000000000000e+03 3.701824445398134600e+00
4.097000000000000000e+03 5.075571734509860100e+00
8.193000000000000000e+03 7.869955806829420197e+00
