# w mse
3.000000000000000000e+00 6.107418098438977330e-03
5.000000000000000000e+00 1.157290149300537786e-02
9.000000000000000000e+00 2.902875935096306190e-02
1.700000000000000000e+01 7.525499847404709675e-02
3.300000000000000000e+01 1.927101215295004277e-01
6.500000000000000000e+01 4.748965873719007691e-01
1.290000000000000000e+02 1.077875539680046124e+00
2.570000000000000000e+02 2.242713508999713223e+00
5.130000000000000000e+02 4.440795322508807708e+00
1.025000000000000000e+03 8.065554223885175844e+00
2.049000000000000000e+03 9.978753656911422354e+00
4.097000000000000000e+03 7.414759142088839461e+00
8.193000000000000000e+03 1.051221853461357725e+01
