# w mse
3.000000000000000000e+00 1.007474814580877273e-02
5.000000000000000000e+00 2.315168934046725122e-02
9.000000000000000000e+00 5.936581729688627379e-02
1.700000000000000000e+01 1.401307759289706356e-01
3.300000000000000000e+01 3.159078278165844411e-01
6.500000000000000000e+01 7.090060343688895372e-01
1.290000000000000000e+02 1.589454868079692273e+00
2.570000000000000000e+02 3.402918605546348729e+00
5.130000000000000000e+02 7.063402370087212390e+00
1.025000000000000000e+03 1.386274663544545227e+01
2.049000000000000000e+03 2.410599230481724220e+01
4.097000000000000000e+03 2.874911952817824456e+01
8.193000000000000000e+03 3.051586361809154369e+01
