# w mse
3.000000000000000000e+00 1.299193678683563478e-03
5.000000000000000000e+00 5.164157848065691406e-03
9.000000000000000000e+00 2.036423959695396815e-02
1.700000000000000000e+01 7.895332062731622025e-02
3.300000000000000000e+01 2.999512092861590928e-01
6.500000000000000000e+01 1.090650242934001701e+00
1.290000000000000000e+02 3.684253248087172139e+00
2.570000000000000000e+02 1.190209714309100519e+01
5.130000000000000000e+02 3.234342742134479920e+01
1.025000000000000000e+03 5.433339060064663073e+01
2.049000000000000000e+03 6.517196063551196517e+01
