# w mse
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 1.639895837478306259e-03
9.000000000000000000e+00 4.795965823069511108e-03
1.700000000000000000e+01 1.192432530722904380e-02
3.300000000000000000e+01 2.846852312781124328e-02
6.500000000000000000e+01 6.745588108616482059e-02
1.290000000000000000e+02 1.574372405077954784e-01
2.570000000000000000e+02 3.492858440711317791e-01
5.130000000000000000e+02 7.479977702336070289e-01
1.025000000000000000e+03 1.494849315749407159e+00
2.049000000000000000e+03 2.660457868369023871e+00
4.097000000000000000e+03 5.654202117928305071e+00
8.193000000000000000e+03 9.413566272196851159e+00
