# w mse
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 1.219246005595583894e-03
9.000000000000000000e+00 1.780622511138716573e-03
1.700000000000000000e+01 2.235640288884339303e-03
3.300000000000000000e+01 2.976303513666062397e-03
6.500000000000000000e+01 4.623778710287747284e-03
1.290000000000000000e+02 8.563866004651353794e-03
2.570000000000000000e+02 1.746912487649728354e-02
5.130000000000000000e+02 3.650015074371198986e-02
1.025000000000000000e+03 8.507894849896650846e-02
2.049000000000000000e+03 1.942127381998465241e-01
4.097000000000000000e+03 3.953313761289408701e-01
8.193000000000000000e+03 8.210250322695489267e-01
1.638500000000000000e+04 1.254285536535155510e+00
3.276900000000000000e+04 1.853868466833135553e+00
