# ezz df
0.000000000000000000e+00 0.000000000000000000e+00
9.999580361563786823e-04 0.000000000000000000e+00
1.999916072312757365e-03 0.000000000000000000e+00
2.999874108468914002e-03 0.000000000000000000e+00
3.999832144625292685e-03 0.000000000000000000e+00
4.999790180781671367e-03 0.000000000000000000e+00
5.999748216938050049e-03 0.000000000000000000e+00
6.999706253094206687e-03 0.000000000000000000e+00
7.999664289250585369e-03 0.000000000000000000e+00
8.999622325406964052e-03 0.000000000000000000e+00
9.999580361563342734e-03 0.000000000000000000e+00
1.099953839771972142e-02 0.000000000000000000e+00
1.199949643387587805e-02 0.000000000000000000e+00
1.299945447003225674e-02 0.000000000000000000e+00
1.399941250618863542e-02 0.000000000000000000e+00
1.499937054234501410e-02 0.000000000000000000e+00
1.599932857850117074e-02 0.000000000000000000e+00
1.699928661465754942e-02 0.000000000000000000e+00
1.799924465081392810e-02 0.000000000000000000e+00
1.899920268697030679e-02 0.000000000000000000e+00
1.999916072312668547e-02 0.000000000000000000e+00
2.099911875928284211e-02 0.000000000000000000e+00
2.199907679543922079e-02 0.000000000000000000e+00
2.299903483159559947e-02 0.000000000000000000e+00
2.399899286775197815e-02 0.000000000000000000e+00
2.499895090390813479e-02 0.000000000000000000e+00
2.599890894006451347e-02 0.000000000000000000e+00
2.699886697622089216e-02 0.000000000000000000e+00
2.799882501237727084e-02 0.000000000000000000e+00
2.899878304853364952e-02 0.000000000000000000e+00
2.999874108468980616e-02 0.000000000000000000e+00
3.099869912084618484e-02 0.000000000000000000e+00
3.199865715700256352e-02 0.000000000000000000e+00
3.299861519315894220e-02 0.000000000000000000e+00
3.399857322931509884e-02 0.000000000000000000e+00
3.499853126547147752e-02 0.000000000000000000e+00
3.599848930162785621e-02 0.000000000000000000e+00
3.699844733778423489e-02 0.000000000000000000e+00
3.799840537394061357e-02 0.000000000000000000e+00
3.899836341009677021e-02 0.000000000000000000e+00
3.999832144625314889e-02 0.000000000000000000e+00
4.099827948240952757e-02 0.000000000000000000e+00
4.199823751856590626e-02 0.000000000000000000e+00
4.299819555472206289e-02 0.000000000000000000e+00
4.399815359087844158e-02 0.000000000000000000e+00
4.499811162703482026e-02 0.000000000000000000e+00
4.599806966319119894e-02 0.000000000000000000e+00
4.699802769934757762e-02 0.000000000000000000e+00
4.799798573550373426e-02 0.000000000000000000e+00
4.899794377166011294e-02 0.000000000000000000e+00
4.999790180781649163e-02 0.000000000000000000e+00
5.099785984397287031e-02 0.000000000000000000e+00
5.199781788012902695e-02 0.000000000000000000e+00
5.299777591628540563e-02 0.000000000000000000e+00
5.399773395244178431e-02 0.000000000000000000e+00
5.499769198859816299e-02 0.000000000000000000e+00
5.599765002475454168e-02 0.000000000000000000e+00
5.699760806091069831e-02 0.000000000000000000e+00
5.799756609706707700e-02 0.000000000000000000e+00
5.899752413322345568e-02 0.000000000000000000e+00
5.999748216937983436e-02 0.000000000000000000e+00
6.099744020553599100e-02 0.000000000000000000e+00
6.199739824169236968e-02 0.000000000000000000e+00
6.299735627784874836e-02 0.000000000000000000e+00
6.399731431400512704e-02 0.000000000000000000e+00
6.499727235016150573e-02 0.000000000000000000e+00
6.599723038631766237e-02 4.487121513798684703e-15
6.699718842247404105e-02 0.000000000000000000e+00
6.799714645863041973e-02 0.000000000000000000e+00
6.899710449478679841e-02 5.767018151733100950e+00
6.999706253094295505e-02 0.000000000000000000e+00
7.099702056709933373e-02 0.000000000000000000e+00
7.199697860325571241e-02 2.612716030658539808e+02
7.299693663941209110e-02 2.274351201192564176e+00
7.399689467556846978e-02 2.142382203072839442e+00
7.499685271172462642e-02 2.157031861618938340e+00
7.599681074788100510e-02 2.226928903346006017e+00
7.699676878403738378e-02 2.230442569052397239e+00
7.799672682019376246e-02 2.144454579128396432e+00
7.899668485634991910e-02 2.161918178774668853e+00
7.999664289250629778e-02 2.128961764480249652e+00
8.099660092866267647e-02 2.119233762970996082e+00
8.199655896481905515e-02 2.257349213963426582e+00
8.299651700097543383e-02 2.143233870603066915e+00
8.399647503713159047e-02 2.138301726195217078e+00
8.499643307328796915e-02 2.112259308479269126e+00
8.599639110944434783e-02 2.157385995157317105e+00
8.699634914560072652e-02 2.113872973936442801e+00
8.799630718175688315e-02 2.113784746163694273e+00
8.899626521791326184e-02 2.129511097481920689e+00
8.999622325406964052e-02 2.143000278606511433e+00
9.099618129022601920e-02 2.114544448691490164e+00
9.199613932638239788e-02 2.047874672184115230e+00
9.299609736253855452e-02 2.068799551540971837e+00
9.399605539869493320e-02 2.078690939059735232e+00
9.499601343485131189e-02 2.061302881231215967e+00
9.599597147100769057e-02 2.095948790016994856e+00
9.699592950716384721e-02 2.078857173447109741e+00
9.799588754332022589e-02 2.153810767622802658e+00
9.899584557947660457e-02 2.074969175402714860e+00
9.999580361563298325e-02 2.053759214104449615e+00
1.009957616517893619e-01 0.000000000000000000e+00
1.019957196879455186e-01 2.112966516605395029e+00
1.029956777241018973e-01 2.276083925340103509e+00
1.039956357602582759e-01 2.175309376977091702e+00
1.049955937964146546e-01 2.255125963673945133e+00
1.059955518325708113e-01 2.150423318984598708e+00
1.069955098687271899e-01 2.183171386583031115e+00
1.079954679048835686e-01 2.101820054884331768e+00
1.089954259410399473e-01 2.238624002603899488e+00
1.099953839771961039e-01 2.212007769231862930e+00
1.109953420133524826e-01 2.187870889726690304e+00
1.119953000495088613e-01 2.070585478680362357e+00
1.129952580856652400e-01 2.089621968165614074e+00
1.139952161218216187e-01 2.169485189623859611e+00
1.149951741579777753e-01 2.043157797879905591e+00
1.159951321941341540e-01 2.137413135571391010e+00
1.169950902302905327e-01 2.036099348227190742e+00
1.179950482664469114e-01 2.152408298049687030e+00
1.189950063026030680e-01 2.063540700376261139e+00
1.199949643387594467e-01 2.147463752529153780e+00
1.209949223749158254e-01 2.149093081969707608e+00
1.219948804110722040e-01 2.149870512019343760e+00
1.229948384472285827e-01 2.147704202936782547e+00
1.239947964833847394e-01 2.072067856672477504e+00
1.249947545195411180e-01 2.103314403661733500e+00
1.259947125556974967e-01 2.089245074221486753e+00
1.269946705918538754e-01 2.109800655767486433e+00
1.279946286280100320e-01 2.142879348236236048e+00
1.289945866641664107e-01 2.212256067746988908e+00
1.299945447003227894e-01 2.010990377238638604e+00
1.309945027364791681e-01 2.133745272742903598e+00
1.319944607726355468e-01 2.092469432827003040e+00
1.329944188087917034e-01 0.000000000000000000e+00
1.339943768449480821e-01 0.000000000000000000e+00
1.349943348811044608e-01 2.197224063641685987e+00
1.359942929172608395e-01 2.130081869519007132e+00
1.369942509534169961e-01 2.163533900789559095e+00
1.379942089895733748e-01 2.167924809584449886e+00
1.389941670257297535e-01 2.129942541030150238e+00
1.399941250618861321e-01 2.099810835644789986e+00
1.409940830980425108e-01 2.184785638651500328e+00
1.419940411341986675e-01 2.186904735271306688e+00
1.429939991703550461e-01 2.136540175893617555e+00
1.439939572065114248e-01 2.080467224975035112e+00
1.449939152426678035e-01 2.237346281561809924e+00
1.459938732788239601e-01 2.242614790484599663e+00
1.469938313149803388e-01 2.251995584327321609e+00
1.479937893511367175e-01 2.241286260216456494e+00
1.489937473872930962e-01 2.273351862919560595e+00
1.499937054234494749e-01 2.197008498305836888e+00
1.509936634596056315e-01 2.273650423429784517e+00
1.519936214957620102e-01 2.272684534612988916e+00
1.529935795319183889e-01 2.203474093032277814e+00
1.539935375680747676e-01 2.309668514853829180e+00
1.549934956042309242e-01 0.000000000000000000e+00
1.559934536403873029e-01 0.000000000000000000e+00
1.569934116765436816e-01 0.000000000000000000e+00
1.579933697127000602e-01 0.000000000000000000e+00
1.589933277488564389e-01 2.351771740650971942e+00
1.599932857850125956e-01 0.000000000000000000e+00
1.609932438211689743e-01 2.398060461972271185e+00
1.619932018573253529e-01 0.000000000000000000e+00
1.629931598934817316e-01 2.313127119941864152e+00
1.639931179296378883e-01 0.000000000000000000e+00
1.649930759657942669e-01 0.000000000000000000e+00
1.659930340019506456e-01 0.000000000000000000e+00
1.669929920381070243e-01 0.000000000000000000e+00
1.679929500742634030e-01 0.000000000000000000e+00
1.689929081104195596e-01 2.425197101394870103e+00
1.699928661465759383e-01 0.000000000000000000e+00
1.709928241827323170e-01 0.000000000000000000e+00
1.719927822188886957e-01 0.000000000000000000e+00
1.729927402550448523e-01 0.000000000000000000e+00
1.739926982912012310e-01 0.000000000000000000e+00
1.749926563273576097e-01 0.000000000000000000e+00
1.759926143635139884e-01 0.000000000000000000e+00
1.769925723996703670e-01 0.000000000000000000e+00
1.779925304358265237e-01 2.305249080136130946e+00
1.789924884719829024e-01 0.000000000000000000e+00
1.799924465081392810e-01 0.000000000000000000e+00
1.809924045442956597e-01 0.000000000000000000e+00
1.819923625804518164e-01 2.349679506120041950e+00
1.829923206166081950e-01 0.000000000000000000e+00
1.839922786527645737e-01 0.000000000000000000e+00
1.849922366889209524e-01 0.000000000000000000e+00
1.859921947250773311e-01 0.000000000000000000e+00
1.869921527612334877e-01 0.000000000000000000e+00
1.879921107973898664e-01 0.000000000000000000e+00
1.889920688335462451e-01 0.000000000000000000e+00
1.899920268697026238e-01 0.000000000000000000e+00
1.909919849058587804e-01 0.000000000000000000e+00
1.919919429420151591e-01 0.000000000000000000e+00
1.929919009781715378e-01 0.000000000000000000e+00
1.939918590143279165e-01 0.000000000000000000e+00
1.949918170504842951e-01 2.300256812817498719e+00
1.959917750866404518e-01 0.000000000000000000e+00
1.969917331227968305e-01 0.000000000000000000e+00
1.979916911589532091e-01 2.307080669903125880e+00
1.989916491951095878e-01 0.000000000000000000e+00
1.999916072312657445e-01 0.000000000000000000e+00
2.009915652674221231e-01 0.000000000000000000e+00
2.019915233035785018e-01 2.349914162518657257e+00
2.029914813397348805e-01 2.331249356567930864e+00
2.039914393758912592e-01 2.350060923092162746e+00
2.049913974120474158e-01 2.336440317365593433e+00
2.059913554482037945e-01 0.000000000000000000e+00
2.069913134843601732e-01 0.000000000000000000e+00
2.079912715205165519e-01 0.000000000000000000e+00
2.089912295566727085e-01 0.000000000000000000e+00
2.099911875928290872e-01 0.000000000000000000e+00
2.109911456289854659e-01 0.000000000000000000e+00
2.119911036651418446e-01 2.305896735568682132e+00
2.129910617012982232e-01 2.314876376526800339e+00
2.139910197374543799e-01 0.000000000000000000e+00
2.149909777736107586e-01 2.335985842974984461e+00
2.159909358097671372e-01 2.329355800021038370e+00
2.169908938459235159e-01 2.290129990599947707e+00
2.179908518820796726e-01 0.000000000000000000e+00
2.189908099182360512e-01 0.000000000000000000e+00
2.199907679543924299e-01 0.000000000000000000e+00
2.209907259905488086e-01 0.000000000000000000e+00
2.219906840267051873e-01 2.314263914110636478e+00
2.229906420628613439e-01 2.314208032384251101e+00
2.239906000990177226e-01 2.354944525295768365e+00
2.249905581351741013e-01 2.253416511242997800e+00
2.259905161713304800e-01 2.276652244105780820e+00
2.269904742074866366e-01 2.299914564600086031e+00
2.279904322436430153e-01 2.296579350015650611e+00
2.289903902797993940e-01 2.304660941178574785e+00
2.299903483159557727e-01 2.256690654385019812e+00
2.309903063521121513e-01 2.259138649252657061e+00
2.319902643882683080e-01 2.256223277133117655e+00
2.329902224244246867e-01 2.336651965324838542e+00
2.339901804605810653e-01 2.275494901352600685e+00
2.349901384967374440e-01 2.241060566552825595e+00
2.359900965328936007e-01 2.268044656401047465e+00
2.369900545690499793e-01 2.269761339205190964e+00
2.379900126052063580e-01 2.300160971925605757e+00
2.389899706413627367e-01 2.291098806715913483e+00
2.399899286775191154e-01 2.306547852382949237e+00
2.409898867136752720e-01 2.254144331360203868e+00
2.419898447498316507e-01 2.216653562320491044e+00
2.429898027859880294e-01 2.303690458282221520e+00
2.439897608221444081e-01 2.248711315549138501e+00
2.449897188583005647e-01 2.257077029946310986e+00
2.459896768944569434e-01 2.261755484016751527e+00
2.469896349306133221e-01 2.345058285551613775e+00
2.479895929667697008e-01 2.479380544996082847e+00
2.489895510029260794e-01 2.349530116739999563e+00
2.499895090390822361e-01 2.428434127325416192e+00
2.509894670752386148e-01 2.330152675997582357e+00
2.519894251113949935e-01 2.196032182168636826e+00
2.529893831475513721e-01 2.279267250109410003e+00
2.539893411837075288e-01 2.347614041174361788e+00
2.549892992198639075e-01 2.313204144023952136e+00
2.559892572560202861e-01 2.327989927648933755e+00
2.569892152921766648e-01 2.336732666712372009e+00
2.579891733283330435e-01 2.286213656790271997e+00
2.589891313644892001e-01 2.389714883616728791e+00
2.599890894006455788e-01 2.374177344721662308e+00
2.609890474368019575e-01 2.328849279486498336e+00
2.619890054729583362e-01 2.318478636665079584e+00
2.629889635091144928e-01 2.467619990297873933e+00
2.639889215452708715e-01 2.330956063589793459e+00
2.649888795814272502e-01 2.317070598577401164e+00
2.659888376175836289e-01 2.432987560449872966e+00
2.669887956537400076e-01 2.321898616904234380e+00
2.679887536898961642e-01 2.368787697437734874e+00
2.689887117260525429e-01 2.344872639613165166e+00
2.699886697622089216e-01 2.384359039635541855e+00
2.709886277983653002e-01 2.366390086646398050e+00
2.719885858345214569e-01 2.428197485529243860e+00
2.729885438706778356e-01 2.364095430551279353e+00
2.739885019068342142e-01 2.353893422855352746e+00
2.749884599429905929e-01 2.355957838205719579e+00
