# w mse
3.000000000000000000e+00 1.335262179398019264e-02
5.000000000000000000e+00 1.113513632448885106e-02
9.000000000000000000e+00 1.087288888103330430e-02
1.700000000000000000e+01 1.487433905448377197e-02
3.300000000000000000e+01 2.771861978851445155e-02
6.500000000000000000e+01 6.534126027500669620e-02
1.290000000000000000e+02 1.660137897490304437e-01
2.570000000000000000e+02 4.216372540189545770e-01
5.130000000000000000e+02 9.789813591421643313e-01
1.025000000000000000e+03 1.926390129198340739e+00
2.049000000000000000e+03 2.631941485399067915e+00
4.097000000000000000e+03 3.182744560059036054e+00
8.193000000000000000e+03 4.128414308563105983e+00
1.638500000000000000e+04 5.414021958557798442e+00
