# drho_hcp drho_bcc avalancheSize
-6.361347004713024944e-10 -1.972736640709626954e-08 1.287819955391002580e+00
6.110640006252765488e-02 2.944415375867635021e-01 2.148221719126352625e+00
2.219749394562882117e-01 -2.685970829760577772e-01 2.625562462331973101e+00
-1.336854118913777256e-02 4.308476137708794340e-03 3.566913684767991644e-02
-3.015734687899396249e-02 2.832725559812843130e-03 4.201151557785505197e-01
-4.887307519786787680e-02 -9.114983751430827397e-03 7.054823886052216109e-01
-1.308788873314625789e-02 -4.964081868990888324e-03 6.015510397163208456e-01
-1.370332868053480979e-02 -2.883833259090806678e-03 6.902423327984225088e-01
-1.460079495103627778e-03 -2.585189173771595961e-03 2.256162464654929978e-01
-3.461779205906623247e-03 -2.645377113026370353e-04 2.473610520719897732e-01
-3.597313138641311525e-04 -3.086295065088506817e-03 6.822936707633392439e-02
-4.561764231340248443e-03 -2.611862172443579766e-04 4.341331421508471400e-01
1.742374658704193280e-03 -7.724652641627471894e-04 2.173631519058674688e-02
-1.101675060851903254e-03 2.167142259850152186e-04 1.277542936970934018e-01
7.891447390875327983e-04 -1.211120872653737024e-03 5.016896871005990799e-02
-1.244196704590194713e-03 -5.834681564920174424e-04 8.085283908236573502e-02
