# hist edge err
1.451288954098774411e+04 7.405684692262442192e-06 4.610171298061316065e+02
7.008278520282190584e+03 1.649648074098020639e-05 2.146509182712243842e+02
3.841117476724446988e+03 2.462092401494625450e-05 1.300766511408409372e+02
4.129008490432219332e+03 3.674661940736687922e-05 1.103918263970812035e+02
3.440838319920897447e+03 5.484416576121014950e-05 8.248778503733480250e+01
2.429972203905081642e+03 8.185467307069021234e-05 5.674160813414160032e+01
1.913981287595419417e+03 1.221677348996791812e-04 4.122050510854101191e+01
1.709474596180500612e+03 1.823348000868440328e-04 3.188741172919534961e+01
1.222695177554491238e+03 2.721338768375308921e-04 2.207448202311859475e+01
5.255026309037814372e+02 4.061585988376979588e-04 1.184574413059467801e+01
1.091356381093590926e+02 6.061898993497572431e-04 4.418772825996553522e+00
1.642268945815714432e+01 9.047357242349293423e-04 1.403085049888088021e+00
4.819055416710781858e-01 1.350314037869872197e-03 1.967371135522795744e-01
