# hist edge err
6.963501247980742846e+03 4.795689579154608883e-08 4.020379320023977016e+03
3.137065833398997711e+03 7.096820647674759424e-08 2.218240523825059427e+03
1.432511446323557493e+03 1.554137220803216878e-07 1.012938557822736470e+03
2.420055598208089123e+03 2.299863853961210979e-07 1.082281765384441087e+03
1.308285610075701470e+03 3.403414882518303995e-07 6.541428050378507351e+02
1.547133704230486046e+03 5.036486330526269555e-07 5.847615751942892075e+02
8.961243775349355474e+02 7.453159674382292120e-07 3.658412451716308169e+02
1.110189103815240060e+03 1.102943311791611312e-06 3.347346094269154264e+02
1.023016806406546152e+03 1.632172128563277042e-06 2.641418036068566835e+02
1.428698001746563932e+03 2.415342501085946627e-06 2.566017361087414201e+02
1.276879263920472795e+03 3.574304018221051658e-06 1.994150381240145009e+02
1.136441203492569230e+03 5.289373746757314342e-06 1.546500595128454734e+02
1.095042993548521963e+03 7.827390868337487704e-06 1.247917307928771606e+02
1.009059972114710376e+03 1.158323286254710313e-05 9.847417003961908222e+01
9.026714651160449421e+02 1.714125253291314034e-05 7.656359438494294523e+01
7.196908741600165058e+02 2.536619455757796866e-05 5.619841560723458684e+01
6.375699529592418457e+02 3.753773681925603648e-05 4.348190989346590385e+01
5.991668871299926877e+02 5.554958913183835140e-05 3.465071575670056347e+01
4.252002370047647446e+02 8.220412614574893113e-05 2.399543756719407384e+01
3.477240109503889016e+02 1.216483949025850094e-04 1.783786538676600486e+01
2.430137618252811080e+02 1.800193332891544525e-04 1.225842270927517852e+01
1.830204683948756212e+02 2.663985857258772982e-04 8.745056248723193093e+00
1.473951824511071038e+02 3.942254711206790363e-04 6.451311876120950473e+00
1.148673260243547531e+02 5.833879397552115724e-04 4.681642701590737587e+00
7.800862603761540015e+01 8.633168407011583599e-04 3.171501648208510993e+00
6.081768862557001398e+01 1.277564921467115415e-03 2.301983463229280602e+00
4.598463631495577886e+01 1.890582983690756698e-03 1.645459658144102111e+00
3.250655999726604506e+01 2.797747463288544848e-03 1.137260576632556974e+00
2.632199983587494430e+01 4.140199576459224762e-03 8.412547631161310102e-01
1.896810403587524618e+01 6.126804780573309565e-03 5.870480822532261334e-01
1.476985683531903071e+01 9.066649113412789118e-03 4.258370769120522481e-01
1.156540022173784976e+01 1.341712835479911582e-02 3.097628128218400945e-01
8.869346167869931463e+00 1.985511196444582696e-02 2.229915293293908418e-01
6.982286993878290104e+00 2.938225383971005897e-02 1.626428695623306497e-01
4.626129086833345561e+00 4.348083467104509048e-02 1.088275045601066610e-01
2.363183947465030688e+00 6.434438263328993990e-02 6.393993320484792076e-02
6.967553664480795605e-01 9.521895354084065899e-02 2.854021184936040428e-02
1.287682818811811403e-01 1.409081685511730242e-01 1.008591024104300848e-02
7.473715581380854615e-03 2.085205857248753625e-01 1.997434507980083967e-03
