# w mse
3.000000000000000000e+00 5.277991323404677059e-04
5.000000000000000000e+00 1.366984588110636487e-03
9.000000000000000000e+00 2.693882744772897308e-03
1.700000000000000000e+01 4.375959482047602801e-03
3.300000000000000000e+01 9.507552999328051577e-03
6.500000000000000000e+01 2.585416708381678766e-02
1.290000000000000000e+02 7.867104570430888399e-02
2.570000000000000000e+02 2.607753355226498093e-01
5.130000000000000000e+02 8.390930034759254141e-01
1.025000000000000000e+03 2.432335294225676847e+00
2.049000000000000000e+03 4.857485242406128556e+00
4.097000000000000000e+03 6.731779748023098975e+00
8.193000000000000000e+03 1.145523445641505589e+01
