# w mse
3.000000000000000000e+00 7.012343577626549765e-03
5.000000000000000000e+00 3.963449025317697556e-03
9.000000000000000000e+00 5.356157301409082000e-03
1.700000000000000000e+01 1.021220351860110606e-02
3.300000000000000000e+01 2.442693389542471838e-02
6.500000000000000000e+01 6.113075098765515664e-02
1.290000000000000000e+02 1.469974685618665733e-01
2.570000000000000000e+02 3.391042455956921331e-01
5.130000000000000000e+02 7.244113292206644239e-01
1.025000000000000000e+03 1.393483887230937857e+00
2.049000000000000000e+03 2.618864823066623604e+00
4.097000000000000000e+03 3.247409601838493032e+00
8.193000000000000000e+03 4.147111968235497770e+00
1.638500000000000000e+04 6.205347317950467456e+00
