# drho_hcp drho_bcc ei ef ti tf avalancheSize
2.222988009852461255e-03 2.815780878361734407e-04 2.443200000000000094e-01 2.489999999999999991e-01 2.036000000000000000e+03 2.075000000000000000e+03 3.660130442766509340e-01
-1.833608881480958130e-03 -1.736508783780406351e-03 2.572800000000000087e-01 2.617200000000000082e-01 2.144000000000000000e+03 2.181000000000000000e+03 3.040300375640439534e-01
2.432987219757126729e-03 -1.804109851588079488e-03 2.665199999999999791e-01 2.750400000000000067e-01 2.221000000000000000e+03 2.292000000000000000e+03 8.587015966459238259e-01
-5.947036778165215587e-03 1.606424479190796811e-03 3.013199999999999767e-01 3.029999999999999916e-01 2.511000000000000000e+03 2.525000000000000000e+03 7.844814023108476198e-02
-6.187327088727406776e-03 -2.900229269987807112e-04 3.130800000000000249e-01 3.213599999999999790e-01 2.609000000000000000e+03 2.678000000000000000e+03 5.077181853681292933e-01
-2.934683610684885036e-03 8.592555435291519828e-04 3.774000000000000132e-01 3.820799999999999752e-01 3.145000000000000000e+03 3.184000000000000000e+03 2.319095633198516582e-01
-7.177005628145660676e-03 -5.467771786943352239e-03 3.998399999999999732e-01 4.075199999999999934e-01 3.332000000000000000e+03 3.396000000000000000e+03 5.589937363997488085e-01
1.088582270068111368e-03 9.235229171750059668e-03 4.671600000000000197e-01 4.799999999999999822e-01 3.893000000000000000e+03 4.000000000000000000e+03 9.900373353235123464e-01
-1.395873704902350632e-03 -2.590997704597901991e-03 4.966800000000000104e-01 5.010000000000000009e-01 4.139000000000000000e+03 4.175000000000000000e+03 2.222420355305220196e-01
-2.442482405446672056e-03 -5.591127959072607345e-04 5.216399999999999926e-01 5.246399999999999952e-01 4.347000000000000000e+03 4.372000000000000000e+03 1.511368398769813437e-01
-4.585427636650318828e-03 -1.466649025145573548e-03 5.340000000000000302e-01 5.358000000000000540e-01 4.450000000000000000e+03 4.465000000000000000e+03 8.414814094241199194e-02
1.574508867519022748e-02 -8.212192984981544347e-03 5.907599999999999518e-01 5.979600000000000470e-01 4.923000000000000000e+03 4.983000000000000000e+03 5.692899029211817563e-01
8.666023594317007195e-04 -6.640702305036813580e-05 6.302400000000000224e-01 6.481200000000000294e-01 5.252000000000000000e+03 5.401000000000000000e+03 1.132675267621931825e+00
-7.788006387026563671e-03 1.112415333094227826e-03 6.609599999999999920e-01 6.681599999999999762e-01 5.508000000000000000e+03 5.568000000000000000e+03 5.691601292453559724e-01
-5.794690353610465472e-04 -1.120245365182176780e-03 6.776400000000000201e-01 6.838800000000000434e-01 5.647000000000000000e+03 5.699000000000000000e+03 3.731911525632207183e-01
-8.409425208097037752e-03 -1.439873029197326348e-03 7.634400000000000075e-01 7.723200000000000065e-01 6.362000000000000000e+03 6.436000000000000000e+03 6.397143076489443247e-01
4.326551513647192149e-03 -2.073890321435709755e-03 7.813200000000000145e-01 7.879199999999999537e-01 6.511000000000000000e+03 6.566000000000000000e+03 5.376816318272008566e-01
